klass	lgbm_bin	pst_bin	n	lgbm_p	pst_p
Ground-truth non-viral	43	2	65	0.87	0.05
Ground-truth non-viral	43	3	1	0.87	0.07
Ground-truth non-viral	43	4	12	0.87	0.09
Ground-truth non-viral	43	5	13	0.87	0.11
Ground-truth non-viral	43	6	9	0.87	0.13
Ground-truth non-viral	43	7	6	0.87	0.15
Ground-truth non-viral	43	8	5	0.87	0.17
Ground-truth non-viral	43	9	6	0.87	0.19
Ground-truth non-viral	43	10	5	0.87	0.21
Ground-truth non-viral	43	11	8	0.87	0.23
Ground-truth non-viral	43	12	9	0.87	0.25
Ground-truth non-viral	43	13	1	0.87	0.27
Ground-truth non-viral	43	14	10	0.87	0.29
Ground-truth non-viral	43	15	4	0.87	0.31
Ground-truth non-viral	43	16	3	0.87	0.33
Ground-truth non-viral	43	17	3	0.87	0.35
Ground-truth non-viral	43	18	4	0.87	0.37
Ground-truth non-viral	43	19	7	0.87	0.39
Ground-truth non-viral	43	20	4	0.87	0.41
Ground-truth non-viral	43	21	2	0.87	0.43
Ground-truth non-viral	43	22	5	0.87	0.45
Ground-truth non-viral	43	23	8	0.87	0.47
Ground-truth non-viral	43	24	3	0.87	0.49
Ground-truth non-viral	43	25	4	0.87	0.51
Ground-truth non-viral	43	26	5	0.87	0.53
Ground-truth non-viral	43	27	5	0.87	0.55
Ground-truth non-viral	43	28	8	0.87	0.57
Ground-truth non-viral	43	29	3	0.87	0.59
Ground-truth non-viral	43	30	3	0.87	0.61
Ground-truth non-viral	43	31	7	0.87	0.63
Ground-truth non-viral	43	32	3	0.87	0.65
Ground-truth non-viral	43	33	2	0.87	0.67
Ground-truth non-viral	43	34	3	0.87	0.69
Ground-truth non-viral	43	35	4	0.87	0.71
Ground-truth non-viral	43	36	4	0.87	0.73
Ground-truth non-viral	43	37	6	0.87	0.75
Ground-truth non-viral	43	38	9	0.87	0.77
Ground-truth non-viral	43	39	2	0.87	0.79
Ground-truth non-viral	43	40	6	0.87	0.81
Ground-truth non-viral	43	41	5	0.87	0.83
Ground-truth non-viral	43	42	7	0.87	0.85
Ground-truth non-viral	43	43	8	0.87	0.87
Ground-truth non-viral	43	44	12	0.87	0.89
Ground-truth non-viral	43	45	10	0.87	0.91
Ground-truth non-viral	43	46	4	0.87	0.93
Ground-truth non-viral	43	47	26	0.87	0.95
Ground-truth non-viral	43	48	4	0.87	0.97
Ground-truth non-viral	43	49	103	0.87	0.99
Ground-truth non-viral	44	0	690	0.89	0.01
Ground-truth non-viral	44	1	5	0.89	0.03
Ground-truth non-viral	44	2	51	0.89	0.05
Ground-truth non-viral	44	3	2	0.89	0.07
Ground-truth non-viral	44	4	19	0.89	0.09
Ground-truth non-viral	44	5	8	0.89	0.11
Ground-truth non-viral	44	6	13	0.89	0.13
Ground-truth non-viral	44	7	12	0.89	0.15
Ground-truth non-viral	44	8	2	0.89	0.17
Ground-truth non-viral	44	9	12	0.89	0.19
Ground-truth non-viral	44	10	8	0.89	0.21
Ground-truth non-viral	44	11	7	0.89	0.23
Ground-truth non-viral	44	12	4	0.89	0.25
Ground-truth non-viral	44	13	7	0.89	0.27
Ground-truth non-viral	44	14	3	0.89	0.29
Ground-truth non-viral	44	15	2	0.89	0.31
Ground-truth non-viral	44	16	8	0.89	0.33
Ground-truth non-viral	44	17	5	0.89	0.35
Ground-truth non-viral	44	18	4	0.89	0.37
Ground-truth non-viral	44	19	4	0.89	0.39
Ground-truth non-viral	44	20	2	0.89	0.41
Ground-truth non-viral	44	21	2	0.89	0.43
Ground-truth non-viral	44	22	5	0.89	0.45
Ground-truth non-viral	44	23	5	0.89	0.47
Ground-truth non-viral	44	24	3	0.89	0.49
Ground-truth non-viral	44	25	5	0.89	0.51
Ground-truth non-viral	44	26	5	0.89	0.53
Ground-truth non-viral	44	27	6	0.89	0.55
Ground-truth non-viral	44	28	4	0.89	0.57
Ground-truth non-viral	44	29	5	0.89	0.59
Ground-truth non-viral	44	30	2	0.89	0.61
Ground-truth non-viral	44	31	4	0.89	0.63
Ground-truth non-viral	44	32	4	0.89	0.65
Ground-truth non-viral	44	33	3	0.89	0.67
Ground-truth non-viral	44	34	5	0.89	0.69
Ground-truth non-viral	44	35	6	0.89	0.71
Ground-truth non-viral	44	36	7	0.89	0.73
Ground-truth non-viral	44	37	8	0.89	0.75
Ground-truth non-viral	44	38	6	0.89	0.77
Ground-truth non-viral	44	39	3	0.89	0.79
Ground-truth non-viral	44	40	7	0.89	0.81
Ground-truth non-viral	44	41	4	0.89	0.83
Ground-truth non-viral	44	42	9	0.89	0.85
Ground-truth non-viral	44	43	3	0.89	0.87
Ground-truth non-viral	44	44	6	0.89	0.89
Ground-truth non-viral	44	45	8	0.89	0.91
Ground-truth non-viral	44	46	8	0.89	0.93
Ground-truth non-viral	44	47	30	0.89	0.95
Ground-truth non-viral	44	48	6	0.89	0.97
Ground-truth non-viral	44	49	90	0.89	0.99
Ground-truth non-viral	45	0	706	0.91	0.01
Ground-truth non-viral	45	1	6	0.91	0.03
Ground-truth non-viral	45	2	67	0.91	0.05
Ground-truth non-viral	45	3	15	0.91	0.07
Ground-truth non-viral	45	4	21	0.91	0.09
Ground-truth non-viral	45	5	16	0.91	0.11
Ground-truth non-viral	45	6	12	0.91	0.13
Ground-truth non-viral	45	7	9	0.91	0.15
Ground-truth non-viral	45	8	6	0.91	0.17
Ground-truth non-viral	45	9	8	0.91	0.19
Ground-truth non-viral	45	10	6	0.91	0.21
Ground-truth non-viral	45	11	6	0.91	0.23
Ground-truth non-viral	45	12	7	0.91	0.25
Ground-truth non-viral	45	13	8	0.91	0.27
Ground-truth non-viral	45	14	6	0.91	0.29
Ground-truth non-viral	45	15	3	0.91	0.31
Ground-truth non-viral	45	16	10	0.91	0.33
Ground-truth non-viral	45	17	5	0.91	0.35
Ground-truth non-viral	45	18	5	0.91	0.37
Ground-truth non-viral	45	19	7	0.91	0.39
Ground-truth non-viral	45	20	3	0.91	0.41
Ground-truth non-viral	45	21	3	0.91	0.43
Ground-truth non-viral	45	22	6	0.91	0.45
Ground-truth non-viral	45	23	5	0.91	0.47
Ground-truth non-viral	45	24	9	0.91	0.49
Ground-truth non-viral	45	25	4	0.91	0.51
Ground-truth non-viral	45	26	1	0.91	0.53
Ground-truth non-viral	45	27	5	0.91	0.55
Ground-truth non-viral	45	28	5	0.91	0.57
Ground-truth non-viral	45	29	7	0.91	0.59
Ground-truth non-viral	45	30	3	0.91	0.61
Ground-truth non-viral	45	31	6	0.91	0.63
Ground-truth non-viral	45	32	7	0.91	0.65
Ground-truth non-viral	45	33	2	0.91	0.67
Ground-truth non-viral	45	34	6	0.91	0.69
Ground-truth non-viral	45	35	8	0.91	0.71
Ground-truth non-viral	45	36	9	0.91	0.73
Ground-truth non-viral	45	37	6	0.91	0.75
Ground-truth non-viral	45	38	3	0.91	0.77
Ground-truth non-viral	45	39	7	0.91	0.79
Ground-truth non-viral	45	40	5	0.91	0.81
Ground-truth non-viral	45	41	6	0.91	0.83
Ground-truth non-viral	45	42	14	0.91	0.85
Ground-truth non-viral	45	43	3	0.91	0.87
Ground-truth non-viral	45	44	7	0.91	0.89
Ground-truth non-viral	45	45	12	0.91	0.91
Ground-truth non-viral	45	46	8	0.91	0.93
Ground-truth non-viral	45	47	33	0.91	0.95
Ground-truth non-viral	45	48	4	0.91	0.97
Ground-truth non-viral	45	49	96	0.91	0.99
Ground-truth non-viral	46	0	700	0.93	0.01
Ground-truth non-viral	46	1	1	0.93	0.03
Ground-truth non-viral	46	2	72	0.93	0.05
Ground-truth non-viral	46	3	3	0.93	0.07
Ground-truth non-viral	46	4	21	0.93	0.09
Ground-truth non-viral	46	5	18	0.93	0.11
Ground-truth non-viral	46	6	11	0.93	0.13
Ground-truth non-viral	46	7	17	0.93	0.15
Ground-truth non-viral	46	8	3	0.93	0.17
Ground-truth non-viral	46	9	11	0.93	0.19
Ground-truth non-viral	46	10	4	0.93	0.21
Ground-truth non-viral	46	11	6	0.93	0.23
