id,cutoff_full,cutoff_domain
HMMsoil107419,352.4,352.2
HMMsoil107420,408.7,408.5
HMMsoil107422,120.0,119.9
HMMsoil107423,13.4,13.5
HMMsoil107240,366.8,366.6
HMMsoil107242,109.4,109.3
HMMsoil107245,94.2,47.4
HMMsoil107246,256.3,256.2
HMMsoil107247,236.6,236.5
HMMsoil107251,94.5,94.3
HMMsoil107253,282.8,282.7
HMMsoil107255,405.6,302.2
HMMsoil107258,148.9,148.8
HMMsoil107259,293.2,293.1
HMMsoil107262,203.4,203.3
HMMsoil107264,170.4,170.3
HMMsoil107266,183.4,183.2
HMMsoil107267,400.2,400.1
HMMsoil107720,147.2,147.1
HMMsoil107722,43.9,43.8
HMMsoil107467,565.3,565.1
HMMsoil107468,86.9,86.8
HMMsoil107469,202.2,202.1
HMMsoil107470,113.4,113.3
HMMsoil107471,942.0,941.9
HMMsoil107472,283.5,283.3
HMMsoil107474,81.3,81.2
HMMsoil107477,784.3,784.2
HMMsoil107480,136.4,136.3
HMMsoil107485,400.4,400.3
HMMsoil107489,183.1,183.0
HMMsoil107490,84.1,84.0
HMMsoil107492,148.2,148.1
HMMsoil107493,43.2,43.2
HMMsoil107494,257.2,257.1
HMMsoil107496,39.9,39.8
HMMsoil107499,289.2,289.1
HMMsoil107500,83.2,83.1
HMMsoil107501,189.4,189.2
HMMsoil107505,217.6,217.5
HMMsoil107506,271.3,271.2
HMMsoil107509,197.3,197.1
HMMsoil107510,331.8,331.6
HMMsoil107511,155.3,155.2
HMMsoil107514,390.2,323.5
HMMsoil107515,92.0,91.9
HMMsoil107525,73.3,73.0
HMMsoil107534,33.8,33.8
HMMsoil107536,230.9,230.7
HMMsoil107538,556.7,556.5
HMMsoil107541,361.7,361.6
HMMsoil107545,515.4,515.2
HMMsoil107546,338.1,338.0
HMMsoil107547,189.8,189.7
HMMsoil107268,259.9,259.8
HMMsoil107269,484.7,484.5
HMMsoil107270,167.2,167.1
HMMsoil107275,57.5,56.8
HMMsoil107281,48.5,48.4
HMMsoil107285,928.8,928.7
HMMsoil107288,88.9,88.8
HMMsoil107294,281.2,281.1
HMMsoil107295,137.8,137.7
HMMsoil107301,157.2,156.3
HMMsoil107308,199.9,101.0
HMMsoil107309,121.7,121.5
HMMsoil107314,222.9,222.7
HMMsoil107587,341.5,341.3
HMMsoil107588,249.8,249.7
HMMsoil107589,458.5,458.3
HMMsoil107592,270.4,270.3
HMMsoil107595,34.3,34.3
HMMsoil107600,229.3,229.2
HMMsoil107601,74.9,74.8
HMMsoil107606,203.2,203.1
HMMsoil107609,74.9,74.8
HMMsoil107610,78.5,78.2
HMMsoil107613,435.9,435.8
HMMsoil107617,232.5,232.4
HMMsoil107618,84.2,84.0
HMMsoil107619,133.3,133.2
HMMsoil107627,48.2,48.2
HMMsoil107628,137.0,136.8
HMMsoil107629,346.2,346.1
HMMsoil107630,100.9,100.6
HMMsoil107631,59.5,59.5
HMMsoil107632,73.0,72.8
HMMsoil107634,340.1,339.9
HMMsoil107636,43.9,43.8
HMMsoil107639,127.8,127.7
HMMsoil107642,93.5,93.4
HMMsoil107644,305.5,305.3
HMMsoil107646,66.5,65.1
HMMsoil107647,161.5,161.3
HMMsoil107649,562.0,561.8
HMMsoil107650,338.5,338.3
HMMsoil107651,914.0,913.8
HMMsoil107654,155.0,154.8
HMMsoil107655,139.5,139.4
HMMsoil107656,161.4,161.3
HMMsoil107662,226.4,226.3
HMMsoil107663,188.1,188.0
HMMsoil107668,100.0,99.9
HMMsoil107669,267.4,267.2
HMMsoil107671,514.8,514.7
HMMsoil107425,119.8,119.7
HMMsoil107426,510.8,510.7
HMMsoil107427,99.2,99.1
HMMsoil107429,104.7,104.6
HMMsoil107430,272.4,272.3
HMMsoil107431,242.2,242.1
HMMsoil107432,107.4,107.3
HMMsoil107436,118.0,117.9
HMMsoil107437,448.7,448.6
HMMsoil107439,41.7,40.7
HMMsoil107440,90.2,89.1
HMMsoil107443,192.2,98.3
HMMsoil107549,530.1,530.0
HMMsoil107551,182.0,181.9
HMMsoil107552,497.0,496.9
HMMsoil107553,249.0,248.9
HMMsoil107556,275.5,275.3
HMMsoil107558,417.7,417.6
HMMsoil107561,118.2,118.0
HMMsoil107565,195.0,194.8
HMMsoil107567,352.7,352.6
HMMsoil107569,355.5,355.3
HMMsoil107574,72.0,71.9
HMMsoil107578,305.2,305.0
HMMsoil107579,374.4,374.2
HMMsoil107713,680.0,679.8
HMMsoil107714,407.0,406.8
HMMsoil107715,95.7,95.6
HMMsoil107716,105.6,105.5
HMMsoil107719,76.6,76.5
HMMsoil107728,152.1,152.0
HMMsoil107729,326.0,325.9
HMMsoil107738,85.0,84.9
HMMsoil107676,46.9,46.8
HMMsoil107677,317.2,317.0
HMMsoil107679,163.1,163.0
HMMsoil107683,178.8,178.7
HMMsoil107686,39.3,39.2
HMMsoil107688,413.6,413.4
HMMsoil107692,267.6,267.4
HMMsoil107693,168.9,168.8
HMMsoil107695,150.4,150.3
HMMsoil107698,155.0,154.9
HMMsoil107700,140.8,140.7
HMMsoil107702,197.7,197.6
HMMsoil107703,182.6,182.5
HMMsoil107709,201.4,201.3
HMMsoil107711,490.4,490.3
HMMsoil107712,209.9,209.8
HMMsoil107779,185.3,179.3
HMMsoil107781,164.6,164.4
HMMsoil107782,335.6,335.4
HMMsoil107783,115.6,115.5
HMMsoil107784,191.3,191.2
HMMsoil107787,134.0,133.9
HMMsoil107788,156.4,156.3
HMMsoil107789,433.6,433.5
HMMsoil107790,349.9,349.8
HMMsoil107794,111.9,111.8
HMMsoil107798,94.0,92.9
HMMsoil107801,125.2,125.1
HMMsoil107804,104.0,103.9
HMMsoil107837,91.3,91.1
HMMsoil107838,203.3,203.1
HMMsoil107840,135.6,135.5
HMMsoil107842,20.6,20.4
HMMsoil107843,119.2,119.1
HMMsoil107850,103.7,103.6
HMMsoil107852,508.4,508.2
HMMsoil107853,132.5,132.4
HMMsoil107855,131.3,123.9
HMMsoil107856,259.7,259.6
HMMsoil107858,124.9,124.7
HMMsoil107861,109.8,109.6
HMMsoil107862,166.4,166.3
HMMsoil107866,299.4,299.2
HMMsoil107868,365.8,365.7
HMMsoil107869,363.4,363.2
HMMsoil107873,261.6,261.5
HMMsoil107874,99.6,99.4
HMMsoil107875,125.3,125.2
HMMsoil107876,238.7,238.6
HMMsoil107877,218.9,218.7
HMMsoil107880,57.6,57.5
HMMsoil107881,743.8,743.7
HMMsoil107883,293.7,293.6
HMMsoil107887,132.7,132.6
HMMsoil107888,334.4,334.2
HMMsoil107890,130.3,130.2
HMMsoil107891,250.8,250.7
HMMsoil107893,197.4,197.3
HMMsoil107894,315.1,314.9
HMMsoil107895,117.5,117.4
HMMsoil107896,243.8,243.7
HMMsoil107897,82.6,82.5
HMMsoil107899,114.5,114.3
HMMsoil107903,72.4,72.3
HMMsoil107905,339.4,339.2
HMMsoil107906,373.3,373.2
HMMsoil107910,81.1,81.1
HMMsoil107912,222.8,222.7
HMMsoil107914,820.8,820.6
HMMsoil107915,211.8,211.7
HMMsoil107741,128.0,127.9
HMMsoil107742,442.5,442.3
HMMsoil107746,313.3,313.2
HMMsoil107747,116.8,116.7
HMMsoil107748,109.9,109.7
HMMsoil107754,323.2,323.0
HMMsoil107755,148.4,148.3
HMMsoil107758,352.4,352.3
HMMsoil107761,374.3,374.2
HMMsoil107764,75.3,75.1
HMMsoil107765,169.4,169.3
HMMsoil107766,204.6,204.4
HMMsoil107771,278.1,277.9
HMMsoil107774,56.2,56.1
HMMsoil107775,145.9,145.8
HMMsoil107944,243.1,242.9
HMMsoil107945,163.6,163.4
HMMsoil107951,718.9,718.8
HMMsoil107955,57.2,57.1
HMMsoil107960,37.5,37.4
HMMsoil107962,48.7,48.6
HMMsoil107964,303.9,300.2
HMMsoil107965,112.2,57.0
HMMsoil107967,98.0,97.9
HMMsoil107968,120.4,120.3
HMMsoil107969,27.5,27.5
HMMsoil107973,89.9,89.5
HMMsoil107975,74.2,74.1
HMMsoil107976,28.7,28.7
HMMsoil107980,41.5,41.4
HMMsoil107982,356.4,296.8
HMMsoil107983,27.8,27.7
HMMsoil107984,515.4,515.3
HMMsoil107986,150.0,149.8
HMMsoil107992,130.8,130.7
HMMsoil107993,134.3,134.2
HMMsoil107995,156.7,156.6
HMMsoil108001,149.0,148.9
HMMsoil108004,497.4,497.3
HMMsoil108005,79.6,79.5
HMMsoil108006,131.0,130.8
HMMsoil108007,586.0,585.8
HMMsoil108008,230.8,230.6
HMMsoil108009,118.5,118.4
HMMsoil108010,194.6,194.5
HMMsoil108013,164.9,164.8
HMMsoil108014,268.4,268.3
HMMsoil108015,192.7,192.5
HMMsoil108016,121.6,121.5
HMMsoil108019,209.0,208.9
HMMsoil108023,247.8,247.6
HMMsoil108025,675.0,674.8
HMMsoil107806,138.8,138.5
HMMsoil107807,135.4,135.3
HMMsoil107808,90.6,90.4
HMMsoil107812,263.1,262.9
HMMsoil107813,665.7,665.5
HMMsoil107814,269.2,269.0
HMMsoil107816,95.8,95.7
HMMsoil107817,275.8,275.6
HMMsoil107823,246.5,123.5
HMMsoil107824,67.2,64.4
HMMsoil107825,253.0,252.8
HMMsoil107826,193.6,193.5
HMMsoil107830,474.7,474.3
HMMsoil107831,290.2,290.0
HMMsoil107836,625.3,625.2
HMMsoil108071,171.5,171.4
HMMsoil108073,337.6,337.4
HMMsoil108074,57.9,57.8
HMMsoil108077,157.8,157.6
HMMsoil108078,214.1,214.0
HMMsoil108080,290.3,282.8
HMMsoil108081,276.7,276.6
HMMsoil108082,307.0,306.8
HMMsoil108084,102.6,53.1
HMMsoil108086,48.3,48.2
HMMsoil108088,83.4,83.3
HMMsoil108090,197.4,197.3
HMMsoil108092,197.8,197.7
HMMsoil108094,377.7,377.6
HMMsoil108095,212.3,212.2
HMMsoil108098,144.6,144.4
HMMsoil108099,151.4,151.3
HMMsoil108100,388.8,388.6
HMMsoil108101,260.7,260.5
HMMsoil108104,190.2,190.0
HMMsoil108106,383.5,383.3
HMMsoil108107,98.9,98.7
HMMsoil108108,201.1,201.0
HMMsoil108109,199.1,199.0
HMMsoil108110,104.3,104.2
HMMsoil108111,383.3,383.2
HMMsoil108113,123.7,123.6
HMMsoil108115,90.3,90.2
HMMsoil108118,128.7,128.6
HMMsoil108119,159.6,159.5
HMMsoil108121,178.4,178.3
HMMsoil108124,265.9,265.7
HMMsoil108125,248.2,248.1
HMMsoil108126,234.7,234.6
HMMsoil108127,230.8,230.6
HMMsoil108128,676.2,676.0
HMMsoil108131,191.2,191.1
HMMsoil108132,172.1,172.0
HMMsoil108134,415.4,415.2
HMMsoil108137,51.6,51.1
HMMsoil108139,109.8,109.7
HMMsoil108141,280.6,280.5
HMMsoil108143,350.6,350.4
HMMsoil108146,126.8,126.6
HMMsoil108148,201.0,200.8
HMMsoil107916,213.6,213.4
HMMsoil107921,406.5,406.4
HMMsoil107925,18.6,18.6
HMMsoil107926,82.2,82.2
HMMsoil107931,91.0,90.9
HMMsoil107940,450.4,450.2
HMMsoil108179,51.5,50.8
HMMsoil108181,157.1,131.0
HMMsoil108182,37.7,37.7
HMMsoil108190,374.8,374.6
HMMsoil108195,86.7,86.6
HMMsoil108197,36.6,36.0
HMMsoil108199,355.1,355.0
HMMsoil108202,161.8,161.7
HMMsoil108208,161.4,161.2
HMMsoil108209,223.7,223.6
HMMsoil108210,30.1,30.1
HMMsoil108215,56.4,56.3
HMMsoil108217,102.7,102.6
HMMsoil108218,170.0,169.9
HMMsoil108219,88.6,88.5
HMMsoil108223,351.1,351.0
HMMsoil108225,157.9,157.8
HMMsoil108226,62.0,61.9
HMMsoil108227,80.9,80.7
HMMsoil108228,82.9,82.8
HMMsoil108229,297.0,296.8
HMMsoil108230,149.5,149.4
HMMsoil108232,691.8,691.6
HMMsoil108235,522.4,522.2
HMMsoil108243,167.9,167.7
HMMsoil108246,174.0,127.2
HMMsoil108247,99.3,99.2
HMMsoil108248,503.2,503.1
HMMsoil108249,68.7,68.7
HMMsoil108250,30.9,30.9
HMMsoil108254,379.4,379.2
HMMsoil108026,197.1,196.9
HMMsoil108027,332.1,332.0
HMMsoil108029,96.7,96.6
HMMsoil108031,256.5,256.4
HMMsoil108038,143.3,143.1
HMMsoil108039,210.2,210.0
HMMsoil108042,139.4,139.2
HMMsoil108043,216.9,216.8
HMMsoil108045,74.9,74.8
HMMsoil108046,245.6,245.5
HMMsoil108059,122.8,122.0
HMMsoil108062,132.8,132.6
HMMsoil108063,81.9,81.8
HMMsoil108066,740.5,740.3
HMMsoil108068,55.6,52.5
HMMsoil108255,108.4,108.3
HMMsoil108258,89.8,89.7
HMMsoil108259,424.6,420.5
HMMsoil108260,149.2,149.1
HMMsoil108264,156.0,155.9
HMMsoil108267,173.0,172.9
HMMsoil108268,271.6,271.5
HMMsoil108269,231.5,231.4
HMMsoil108273,544.5,544.4
HMMsoil108149,366.4,366.2
HMMsoil108150,153.8,153.7
HMMsoil108151,120.3,120.2
HMMsoil108157,126.5,126.4
HMMsoil108159,171.1,170.9
HMMsoil108165,188.3,188.2
HMMsoil108168,146.5,146.4
HMMsoil108170,371.7,371.5
HMMsoil108175,46.8,46.7
HMMsoil108176,109.0,108.9
HMMsoil108177,64.1,63.9
HMMsoil108464,43.2,43.2
HMMsoil108465,317.2,317.1
HMMsoil108466,47.7,47.7
HMMsoil108476,40.7,40.6
HMMsoil108478,53.0,52.9
HMMsoil108480,31.1,31.0
HMMsoil108481,505.7,505.5
HMMsoil108276,865.5,865.3
HMMsoil108277,554.1,553.9
HMMsoil108279,313.7,313.5
HMMsoil108281,190.1,189.9
HMMsoil108282,56.7,56.7
HMMsoil108283,328.2,164.0
HMMsoil108286,117.6,117.4
HMMsoil108288,233.4,233.3
HMMsoil108290,151.5,151.4
HMMsoil108294,255.7,255.6
HMMsoil108295,126.0,63.0
HMMsoil108297,849.9,849.7
HMMsoil108299,71.3,71.2
HMMsoil108300,347.3,347.1
HMMsoil108301,75.8,75.7
HMMsoil108305,55.1,55.0
HMMsoil108306,179.6,179.4
HMMsoil108309,270.8,270.6
HMMsoil108310,483.9,483.8
HMMsoil108311,199.9,199.7
HMMsoil108314,222.7,222.6
HMMsoil108315,198.2,198.0
HMMsoil108316,393.0,392.9
HMMsoil108323,205.3,205.2
HMMsoil108327,488.3,488.2
HMMsoil108334,339.5,339.3
HMMsoil108335,130.8,130.7
HMMsoil108339,47.1,47.1
HMMsoil108340,465.2,465.0
HMMsoil108344,283.6,283.5
HMMsoil108347,201.9,201.7
HMMsoil108350,140.6,140.5
HMMsoil108351,443.4,443.2
HMMsoil108353,239.1,238.9
HMMsoil108355,380.4,380.1
HMMsoil108360,14.1,14.1
HMMsoil108362,214.0,213.9
HMMsoil108363,390.9,390.8
HMMsoil108367,301.5,301.4
HMMsoil108368,38.6,38.6
HMMsoil108370,124.8,124.7
HMMsoil108372,265.4,260.3
HMMsoil108374,171.2,85.6
HMMsoil108376,399.3,399.1
HMMsoil108377,123.7,123.6
HMMsoil108379,229.3,229.0
HMMsoil108380,251.8,250.5
HMMsoil108785,464.6,464.4
HMMsoil108567,425.0,424.9
HMMsoil108569,181.6,181.5
HMMsoil108574,285.9,285.7
HMMsoil108582,113.7,113.5
HMMsoil108583,238.0,120.6
HMMsoil108585,108.2,107.9
HMMsoil108588,156.8,156.6
HMMsoil108589,406.1,405.9
HMMsoil108590,219.2,219.1
HMMsoil108592,275.3,275.2
HMMsoil108594,161.7,161.5
HMMsoil108605,298.6,298.4
HMMsoil108383,401.6,401.5
HMMsoil108384,299.2,299.0
HMMsoil108385,245.3,245.1
HMMsoil108386,490.5,490.4
HMMsoil108387,95.3,95.1
HMMsoil108389,91.2,91.1
HMMsoil108390,54.5,54.4
HMMsoil108391,172.6,172.5
HMMsoil108392,427.4,427.3
HMMsoil108394,321.0,320.9
HMMsoil108395,118.6,118.5
HMMsoil108396,259.8,259.7
HMMsoil108397,116.4,116.2
HMMsoil108398,84.9,84.8
HMMsoil108399,144.7,144.6
HMMsoil108400,62.8,62.5
HMMsoil108403,62.5,62.1
HMMsoil108407,309.6,309.4
HMMsoil108408,115.9,115.8
HMMsoil108410,453.5,229.8
HMMsoil108411,367.7,367.6
HMMsoil108412,156.3,156.2
HMMsoil108414,205.6,205.4
HMMsoil108415,187.5,187.3
HMMsoil108421,55.6,55.6
HMMsoil108431,315.7,315.5
HMMsoil108433,41.0,41.0
HMMsoil108434,120.2,120.0
HMMsoil108441,140.3,140.2
HMMsoil108442,365.7,365.6
HMMsoil108448,105.8,105.7
HMMsoil108455,99.4,99.3
HMMsoil108457,101.4,101.3
HMMsoil108460,39.6,39.5
HMMsoil108462,214.5,214.4
HMMsoil108483,710.1,710.0
HMMsoil108484,53.9,53.8
HMMsoil108485,157.5,157.4
HMMsoil108488,69.1,69.0
HMMsoil108491,146.2,146.1
HMMsoil108494,63.8,63.6
HMMsoil108496,111.5,111.4
HMMsoil108497,174.9,174.7
HMMsoil108499,50.2,50.2
HMMsoil108501,128.3,128.2
HMMsoil108502,49.3,49.3
HMMsoil108503,104.6,104.5
HMMsoil108505,128.4,128.2
HMMsoil108507,93.5,93.3
HMMsoil108515,145.4,145.3
HMMsoil108516,280.5,280.3
HMMsoil108523,262.8,262.7
HMMsoil108524,233.8,233.7
HMMsoil108526,542.8,542.1
HMMsoil108530,120.2,120.1
HMMsoil108531,115.0,114.9
HMMsoil108536,56.5,56.4
HMMsoil108538,183.0,182.9
HMMsoil108539,90.9,90.8
HMMsoil108542,76.1,75.2
HMMsoil108544,247.3,247.1
HMMsoil108545,171.6,171.4
HMMsoil108547,89.2,88.9
HMMsoil108548,251.7,126.1
HMMsoil108549,47.9,47.8
HMMsoil108550,175.2,175.1
HMMsoil108552,388.5,388.3
HMMsoil108553,40.3,40.2
HMMsoil108554,183.9,183.8
HMMsoil108556,41.6,41.6
HMMsoil108559,181.8,181.7
HMMsoil108561,139.0,138.9
HMMsoil108562,105.9,105.8
HMMsoil108563,510.3,510.2
HMMsoil108564,312.6,312.4
HMMsoil108565,449.8,449.7
HMMsoil108566,159.7,159.6
HMMsoil108660,129.2,129.1
HMMsoil108664,61.1,61.1
HMMsoil108667,412.6,412.5
HMMsoil108671,93.7,93.6
HMMsoil108672,102.5,102.4
HMMsoil108675,96.4,96.3
HMMsoil108710,49.8,49.7
HMMsoil108713,413.1,413.0
HMMsoil108716,136.9,136.7
HMMsoil108723,189.4,189.2
HMMsoil108725,148.3,148.0
HMMsoil108731,103.0,102.9
HMMsoil108735,36.8,36.7
HMMsoil108736,76.1,76.0
HMMsoil108740,437.8,437.6
HMMsoil108743,333.1,332.3
HMMsoil108746,116.4,116.3
HMMsoil108748,40.2,40.1
HMMsoil108751,216.9,216.8
HMMsoil108754,78.6,78.5
HMMsoil108760,246.6,246.5
HMMsoil108761,348.2,348.0
HMMsoil108762,195.4,195.3
HMMsoil108764,609.4,609.3
HMMsoil108769,179.5,179.4
HMMsoil108770,258.2,258.0
HMMsoil108772,97.4,96.4
HMMsoil108775,368.5,368.3
HMMsoil108776,106.0,105.9
HMMsoil108779,300.4,300.2
HMMsoil108781,165.9,165.8
HMMsoil108782,88.2,88.1
HMMsoil108784,93.5,93.3
HMMsoil108608,538.7,538.6
HMMsoil108609,170.2,170.0
HMMsoil108610,436.4,436.2
HMMsoil108611,340.8,340.6
HMMsoil108614,209.6,209.5
HMMsoil108616,270.3,270.2
HMMsoil108617,298.0,297.9
HMMsoil108618,168.4,168.3
HMMsoil108626,198.8,198.6
HMMsoil108640,211.5,211.3
HMMsoil108642,601.1,601.0
HMMsoil108643,649.9,649.7
HMMsoil108644,190.4,190.2
HMMsoil108647,176.0,175.9
HMMsoil108650,254.8,254.7
HMMsoil108652,211.1,210.9
HMMsoil108654,254.7,254.6
HMMsoil108655,72.7,72.6
HMMsoil108658,86.1,85.9
HMMsoil108659,111.8,111.7
HMMsoil108788,96.8,96.7
HMMsoil108789,476.4,476.2
HMMsoil108791,188.2,188.1
HMMsoil108793,99.3,99.2
HMMsoil108797,328.2,328.1
HMMsoil108799,449.0,448.8
HMMsoil108676,121.6,121.5
HMMsoil108677,326.9,326.8
HMMsoil108678,688.1,687.9
HMMsoil108679,253.0,252.8
HMMsoil108680,588.9,588.6
HMMsoil108681,131.0,130.9
HMMsoil108682,94.6,94.5
HMMsoil108683,426.2,426.0
HMMsoil108685,126.9,126.7
HMMsoil108687,432.2,432.0
HMMsoil108688,68.6,68.2
HMMsoil108689,978.2,978.0
HMMsoil108690,60.6,60.4
HMMsoil108693,207.1,207.0
HMMsoil108695,558.6,558.4
HMMsoil108696,86.6,86.5
HMMsoil108702,46.4,46.3
HMMsoil108703,405.9,203.8
HMMsoil108704,140.0,139.8
HMMsoil108706,202.1,201.9
HMMsoil108871,226.3,226.2
HMMsoil108872,47.7,47.7
HMMsoil108875,65.2,65.1
HMMsoil108879,66.0,65.9
HMMsoil108881,122.9,122.7
HMMsoil108932,196.1,196.0
HMMsoil108933,88.2,88.2
HMMsoil108934,228.2,228.0
HMMsoil108935,245.6,245.5
HMMsoil108936,110.7,110.6
HMMsoil108939,49.1,49.0
HMMsoil108940,60.1,60.1
HMMsoil108941,143.1,142.9
HMMsoil108944,186.9,186.6
HMMsoil108945,37.7,37.7
HMMsoil108947,124.2,124.1
HMMsoil108949,55.6,55.5
HMMsoil108950,86.4,86.3
HMMsoil108953,139.2,139.0
HMMsoil108954,84.8,84.7
HMMsoil108955,188.7,120.4
HMMsoil108960,332.0,331.8
HMMsoil108964,244.1,244.0
HMMsoil108965,230.7,115.6
HMMsoil108969,180.8,180.6
HMMsoil108973,138.8,138.7
HMMsoil108974,145.0,144.9
HMMsoil108977,153.2,153.0
HMMsoil108978,50.2,50.2
HMMsoil108979,92.6,92.5
HMMsoil108980,172.9,172.7
HMMsoil108981,264.2,264.1
HMMsoil108803,191.5,191.3
HMMsoil108804,216.8,216.6
HMMsoil108805,190.4,190.2
HMMsoil108808,63.2,63.2
HMMsoil108812,167.4,167.3
HMMsoil108816,201.0,200.9
HMMsoil108818,265.0,264.9
HMMsoil108819,137.4,137.2
HMMsoil108824,144.4,144.3
HMMsoil108825,75.3,75.2
HMMsoil108830,66.7,66.6
HMMsoil108832,93.2,93.1
HMMsoil108834,506.8,506.6
HMMsoil108839,238.6,238.4
HMMsoil108841,230.4,230.0
HMMsoil108845,65.7,65.6
HMMsoil108852,154.9,154.8
HMMsoil108855,48.8,48.7
HMMsoil108861,124.4,124.3
HMMsoil108862,199.7,199.6
HMMsoil108865,203.7,203.6
HMMsoil108866,399.8,399.7
HMMsoil108868,276.6,276.5
HMMsoil108870,314.5,314.4
HMMsoil109024,240.4,240.3
HMMsoil109026,77.2,77.1
HMMsoil109027,145.8,145.7
HMMsoil109029,81.0,80.9
HMMsoil109033,158.9,158.8
HMMsoil109035,253.2,253.1
HMMsoil109037,78.4,78.3
HMMsoil109040,137.8,137.7
HMMsoil109046,102.0,101.9
HMMsoil109047,203.3,203.1
HMMsoil109048,313.8,313.7
HMMsoil109050,65.8,65.6
HMMsoil109051,27.3,25.0
HMMsoil109053,32.8,32.8
HMMsoil109055,124.9,124.8
HMMsoil109056,102.6,102.4
HMMsoil109058,250.2,250.1
HMMsoil109063,167.6,167.5
HMMsoil109064,90.0,89.6
HMMsoil109071,122.3,122.2
HMMsoil109073,129.7,129.5
HMMsoil109075,121.5,121.2
HMMsoil109078,170.8,169.1
HMMsoil109085,322.0,321.9
HMMsoil109088,47.1,47.0
HMMsoil109089,127.8,63.5
HMMsoil109090,239.0,238.8
HMMsoil109092,856.4,856.2
HMMsoil109098,273.0,272.8
HMMsoil109100,230.5,230.4
HMMsoil109101,292.9,202.8
HMMsoil109102,287.2,287.0
HMMsoil109103,525.1,524.9
HMMsoil109106,54.9,54.8
HMMsoil109108,71.3,71.2
HMMsoil108882,140.7,140.6
HMMsoil108883,141.4,141.3
HMMsoil108884,265.7,265.6
HMMsoil108886,63.4,63.3
HMMsoil108887,222.0,221.8
HMMsoil108892,113.5,113.4
HMMsoil108896,267.4,267.3
HMMsoil108897,98.6,98.4
HMMsoil108899,474.6,446.2
HMMsoil108900,198.7,198.6
HMMsoil108905,308.2,308.0
HMMsoil108906,205.3,103.3
HMMsoil108907,307.2,307.1
HMMsoil108909,217.7,217.5
HMMsoil108912,68.6,68.6
HMMsoil108913,87.5,87.4
HMMsoil108914,143.2,143.1
HMMsoil108915,258.1,258.0
HMMsoil108919,193.9,193.7
HMMsoil108920,272.2,272.1
HMMsoil108921,171.1,171.0
HMMsoil108928,100.7,100.6
HMMsoil108931,279.1,279.0
HMMsoil109176,320.9,320.7
HMMsoil109179,317.1,317.0
HMMsoil109180,135.6,135.5
HMMsoil109181,151.3,151.1
HMMsoil109184,256.3,256.1
HMMsoil109185,186.0,185.8
HMMsoil109186,135.8,135.7
HMMsoil109188,383.2,383.1
HMMsoil109190,94.8,94.7
HMMsoil109191,294.8,294.0
HMMsoil109192,207.6,105.0
HMMsoil109194,493.8,297.9
HMMsoil109195,130.5,130.4
HMMsoil109196,233.7,233.5
HMMsoil109206,177.1,177.0
HMMsoil109209,58.6,58.5
HMMsoil109214,65.6,63.8
HMMsoil109218,207.4,207.3
HMMsoil109219,30.7,30.6
HMMsoil109220,120.6,120.5
HMMsoil109221,144.7,144.6
HMMsoil109222,348.0,347.8
HMMsoil109224,86.8,84.5
HMMsoil109226,263.9,263.7
HMMsoil109228,419.7,419.5
HMMsoil109231,118.8,118.7
HMMsoil109232,190.7,190.6
HMMsoil109236,194.5,194.4
HMMsoil109237,129.6,129.4
HMMsoil109239,135.6,135.4
HMMsoil109240,90.8,90.7
HMMsoil108986,137.6,137.5
HMMsoil108988,458.8,269.5
HMMsoil108989,60.3,60.3
HMMsoil108992,70.4,70.3
HMMsoil108994,96.7,96.6
HMMsoil109000,204.4,204.3
HMMsoil109001,51.9,51.8
HMMsoil109003,98.4,98.3
HMMsoil109005,33.7,33.7
HMMsoil109009,83.0,82.8
HMMsoil109012,204.1,203.9
HMMsoil109013,464.0,437.5
HMMsoil109015,235.6,167.7
HMMsoil109017,351.4,351.2
HMMsoil109020,58.2,58.1
HMMsoil109021,114.9,114.8
HMMsoil109025,100.3,100.2
HMMsoil109286,700.0,699.8
HMMsoil109288,157.1,157.0
HMMsoil109289,93.2,92.9
HMMsoil109291,456.2,456.0
HMMsoil109292,49.8,49.8
HMMsoil109294,257.1,257.0
HMMsoil109296,226.8,226.7
HMMsoil109303,534.3,534.2
HMMsoil109309,330.8,330.6
HMMsoil109312,96.9,96.8
HMMsoil109314,413.0,412.8
HMMsoil109315,57.5,57.4
HMMsoil109316,64.9,64.9
HMMsoil109317,65.6,65.5
HMMsoil109318,91.6,91.5
HMMsoil109319,27.3,27.3
HMMsoil109322,89.5,89.4
HMMsoil109323,33.2,33.2
HMMsoil109324,398.1,398.0
HMMsoil109326,565.3,565.1
HMMsoil109327,59.5,59.3
HMMsoil109328,67.7,67.6
HMMsoil109329,55.8,55.7
HMMsoil109332,142.7,142.5
HMMsoil109334,160.5,160.3
HMMsoil109335,49.4,49.3
HMMsoil109336,30.7,30.6
HMMsoil109337,57.9,57.8
HMMsoil109338,52.9,52.7
HMMsoil109339,92.7,92.6
HMMsoil109346,106.6,106.5
HMMsoil109348,237.7,237.6
HMMsoil109349,262.5,262.3
HMMsoil109350,180.1,180.0
HMMsoil109352,252.6,252.4
HMMsoil109353,34.5,34.4
HMMsoil109110,231.4,231.3
HMMsoil109111,166.6,166.5
HMMsoil109112,180.6,180.5
HMMsoil109114,323.1,322.9
HMMsoil109116,51.2,51.2
HMMsoil109122,586.2,586.0
HMMsoil109128,157.1,156.9
HMMsoil109129,61.0,61.0
HMMsoil109131,246.7,246.6
