id,threshold
K21064,170.33
K21065,341.6
K21066,953.77
K21067,994.57
K21068,660.1
K21069,
K21070,1049.37
K21071,350.3
K21072,1199.63
K21073,1880.87
K21074,299.33
K21075,643.27
K21076,1276.33
K21077,1970.73
K21078,670.23
K21079,785.47
K21080,1173.23
K21081,174.47
K21082,507.8
K21083,106.2
K21084,329.73
K21085,290.4
K21086,179.93
K21087,86.3
K21088,236.3
K21089,345.17
K21090,547.23
K21091,
K21092,132.57
K21093,136.63
K21094,135.93
K21095,104.6
K21096,114.4
K21097,119.83
K21098,1629.07
K21099,144.7
K21100,67.57
K21101,490.37
K21102,732.33
K21103,492.9
K21104,
K21105,
K21106,386.53
K21107,
K21108,338.57
K21109,755.5
K21110,806.67
K21111,857.07
K21112,498.57
K21113,524.87
K21114,897.43
K21115,
K21116,638.93
K21117,398.33
K21118,729.1
K21119,444.07
K21120,
K21121,168.9
K21122,1610.93
K21123,380.77
K21124,88.83
K21126,91.47
K21127,107.5
K21128,135.57
K21129,188.3
K21130,657.97
K21131,
K21132,616.37
K21133,1683.67
K21134,1462.43
K21135,461.6
K21136,400.53
K21137,392.7
K21138,264.77
K21140,133.37
K21141,75.7
K21142,211.57
K21143,158.13
K21144,93.17
K21145,141.93
K21146,690.07
K21147,420.3
K21148,392.17
K21149,
K21150,
K21151,
K21152,985.43
K21153,
K21154,435.63
K21155,195.03
K21156,203.73
K21157,401.77
K21158,
K21159,442.5
K21160,382.1
K21161,359.37
K21162,197.3
K21163,194.63
K21164,416.27
K21165,230.4
K21166,857.83
K21167,375.33
K21168,880.17
K21169,395.23
K21170,336.43
K21171,687.83
K21172,365.1
K21173,653.8
K21174,599.8
K21175,
K21176,685.87
K21177,548.53
K21178,465.17
K21179,
K21180,
K21181,907.3
K21182,776
K21183,91.27
K21184,988.73
K21185,183.4
K21186,434.43
K21187,
K21188,565.07
K21189,322.43
K21190,539.23
K21191,930.1
K21192,616.07
K21193,321.17
K21194,
K21195,156.17
K21196,205.03
K21197,101.07
K21198,255.43
K21199,444
K21200,354.57
K21201,565.63
K21202,
K21203,
K21204,
K21205,
K21206,
K21207,
K21208,
K21209,356
K21210,251.43
K21211,521.2
K21212,
K21213,
K21214,232.57
K21215,
K21216,
K21217,243.17
K21218,135.6
K21219,371.33
K21220,229.13
K21221,
K21222,
K21223,
K21224,567.47
K21225,
K21226,
K21227,
K21228,
K21229,
K21230,
K21231,534.1
K21232,82
K21233,449.03
K21234,552.67
K21235,359.47
K21236,1365.73
K21237,666.9
K21238,872
K21239,1233.27
K21240,684
K21241,178.73
K21242,836.7
K21243,365.67
K21244,219.77
K21245,152.83
K21246,72.47
K21247,183.3
K21248,119.73
K21249,73.4
K21250,61.17
K21251,471.63
K21252,125.93
K21253,289.97
K21254,
K21255,
K21256,
K21257,
K21258,
K21259,547.1
K21260,
K21261,426.73
K21262,
K21263,
K21264,285.33
K21265,241.83
K21266,570.47
K21267,657.9
K21268,401.03
K21269,687
K21270,
K21271,
K21272,
K21273,496.7
K21274,159.2
K21275,522.9
K21276,609.9
K21277,593.47
K21278,596.53
K21279,614.63
K21280,
K21281,
K21282,
K21283,464.07
K21284,316.2
K21285,280.13
K21286,57.87
K21287,
K21288,288.53
K21289,920.13
K21290,217.23
K21291,
K21292,470.93
K21293,513.6
K21294,390.97
K21295,762.53
K21296,
K21297,177.97
K21298,798.03
K21299,626.83
K21300,
K21301,190
K21302,213.1
K21303,385.43
K21304,292.1
K21305,554.23
K21306,285.37
K21307,389.13
K21308,239.23
K21309,124.47
K21310,82.1
K21311,428.37
K21312,563.63
K21313,697.13
K21314,1043.67
K21315,630.03
K21316,4230.4
K21317,968
K21318,
K21319,
K21320,
K21321,190.13
K21322,
K21323,864.47
K21324,
K21325,502.73
K21326,
K21327,
K21328,628.43
K21329,674.97
K21330,
K21331,636.73
K21332,470.67
K21333,670.03
K21335,342.6
K21336,684.9
K21337,638
K21338,
K21339,419.4
K21340,
K21341,300.23
K21342,679.1
K21343,1354.6
K21344,410.2
K21345,231.5
K21346,757.43
K21347,397.33
K21348,333.83
K21349,176.93
K21350,709.53
K21351,1029.63
K21352,
K21353,
K21354,
K21355,983.6
K21356,1199.8
K21357,1384.6
K21358,359.37
K21359,457.3
K21360,896.23
K21361,246.63
K21362,398
K21363,286.07
K21364,221.07
K21365,
K21366,410.73
K21367,423.5
K21368,
K21369,
K21370,723.07
K21371,625.87
K21372,
K21373,
K21374,
K21375,278.4
K21376,
K21377,412.97
K21378,429.6
K21379,272.4
K21380,
K21381,
K21382,291.5
K21383,552.47
K21384,756.03
K21385,
K21386,
K21387,178.1
K21388,397.23
K21389,
K21390,
K21391,
K21392,1307.07
K21393,554.63
K21395,276.4
K21396,596.1
K21397,338.43
K21398,497.63
K21399,71.73
K21400,736.33
K21401,246.77
K21402,116.37
K21403,199.77
K21404,107.27
K21405,473.1
K21406,216.8
K21407,283.27
K21408,58.53
K21409,45.2
K21410,315.83
K21411,141.87
K21412,233.27
K21413,393.17
K21414,523
K21415,964.83
K21416,450.27
K21417,461.1
K21418,399.87
K21419,430.27
K21420,148.23
K21421,799.4
K21422,977.37
K21423,577.63
K21424,400.17
K21425,948.8
K21426,
K21427,
K21428,883.5
K21429,343.07
K21430,247.93
K21431,766.4
K21432,464.07
K21433,382.07
K21434,371.97
K21435,240.37
K21436,206.33
K21437,158.77
K21438,356.03
K21439,159.1
K21440,583.57
K21441,157.63
K21442,160.43
K21443,120.9
K21444,225.87
K21445,1070.6
K21446,803.4
K21447,
K21448,439.07
K21449,21.57
K21450,1199.47
K21451,791.47
K21452,143.67
K21453,91.5
K21454,136.23
K21455,98.23
K21456,391.83
K21457,396.47
K21458,
K21459,418.83
K21460,503.77
K21461,59.03
K21462,245.93
K21463,194.03
K21464,779.33
K21465,820.13
K21466,929.7
K21467,752.23
K21468,503.43
K21469,460.1
K21470,58.47
K21471,153.57
K21472,113.8
K21473,260.97
K21474,320.13
K21475,
K21476,
K21477,
K21478,212
K21479,675.93
K21480,212.33
K21481,92.87
K21482,519.9
K21483,580.2
K21484,570.3
K21485,574.07
K21486,268.57
K21487,864.07
K21488,99.63
K21489,1233.8
K21490,366.33
K21491,749.87
K21492,188.47
K21493,163.33
K21494,86.47
K21495,60.23
K21496,656.23
K21497,52.47
K21498,79.13
K21499,511.43
K21500,536.3
K21501,868.57
K21502,601.4
K21503,237.17
K21504,315.9
K21505,909
K21506,398.47
K21507,1568.4
K21508,1758.3
K21509,2085.37
K21510,341.2
K21511,266.37
K21512,1047.8
K21513,823.1
K21514,280.2
K21515,190.53
K21516,470.23
K21517,844.7
K21518,622.47
K21519,653.77
K21520,572.4
K21521,744.77
K21522,188.23
K21523,677.9
K21524,204.03
K21525,132.4
K21526,364.83
K21527,559.27
K21528,276.97
K21529,287.5
K21530,200.33
K21531,952.4
K21532,836.23
K21533,266.67
K21534,178
K21535,375.4
K21536,148.83
K21537,449.27
K21538,181.8
K21539,
K21540,
K21541,
K21542,
K21543,134.93
K21544,125.57
K21545,152.23
K21546,96.43
K21547,262.37
K21548,83.07
K21549,569.77
K21550,
K21551,925.43
K21552,118.73
K21553,562.53
K21554,76.87
K21555,160.8
K21556,237.6
K21557,587.73
K21558,182.9
K21559,336.27
K21560,345.67
K21561,223.4
K21562,195.23
K21563,199.93
K21564,211.37
K21565,186.3
K21566,563.57
K21567,377.5
K21568,406.63
K21569,503.73
K21570,622.83
K21571,96.6
K21572,48.6
K21573,619
K21574,908.77
K21575,356.2
K21576,395.3
K21577,585.83
K21578,663.2
K21579,623.2
K21580,709.07
K21581,
K21582,
K21583,848.67
K21584,686.37
K21585,584.43
K21586,
K21587,540.43
K21588,
K21589,568.17
K21590,
K21591,371.4
K21592,478.6
K21593,
K21594,1102.07
K21595,95.93
K21596,120.33
K21597,180.57
K21598,61.6
K21599,130.23
K21600,81.83
K21601,138.37
K21602,279.53
K21603,285.9
K21604,715.33
K21605,
K21606,1255.77
K21607,396.67
K21608,37.23
K21609,70.53
K21610,403.9
K21611,431.93
K21612,195.13
K21613,468.1
K21614,231.2
K21615,263.7
K21616,467.17
K21617,564.23
K21618,757.87
K21619,136.5
K21620,405.93
K21621,393.33
K21622,621.2
K21623,881.73
K21624,411.4
K21625,240.97
K21626,64.07
K21627,232.33
K21628,185.83
K21629,
K21630,64.47
K21631,138.93
K21632,107.1
K21633,155.1
K21634,569.6
K21635,1754.6
K21636,142.8
K21637,107.37
K21638,77.8
K21639,528.33
K21640,322.97
K21641,209.77
K21642,164.93
K21643,179.2
K21644,139.53
K21645,187.2
K21646,639.9
K21647,435.9
K21648,
K21649,
K21650,
K21651,
K21652,
K21653,
K21654,
K21655,
K21656,
K21657,
K21658,
K21659,
K21660,
K21661,
K21662,
K21663,
K21664,
K21665,
K21666,
K21667,
K21668,112.7
K21669,
K21670,
K21671,273.03
K21672,336.57
K21673,
K21674,
K21675,
K21676,750.3
K21677,283.27
K21678,304.8
K21679,223.63
K21680,717.9
K21681,355.67
K21682,2231.63
K21683,
K21684,690.23
K21685,119.5
K21686,349.3
K21687,167.3
K21688,161.4
K21689,176.23
K21690,166.2
K21691,193.13
K21692,
K21693,1100.13
K21694,76.93
K21695,40.6
K21696,184.43
K21697,250.63
K21698,290.7
K21699,209.03
K21700,76.63
K21701,323.1
K21702,470.83
K21703,382.53
K21704,852.9
K21705,
K21706,
K21707,
K21708,
K21709,529
K21710,684.9
K21711,379
K21712,395.9
K21713,268.07
K21714,
K21715,
K21716,
K21717,
K21718,1004.97
K21719,1057.13
K21720,
K21721,315.47
K21722,689.47
K21723,581.67
K21724,431.6
K21725,485.47
K21726,1035.67
K21727,204.8
K21728,407.23
K21729,
K21730,884.03
K21731,675.53
K21732,
K21733,
K21734,775.3
K21735,486.77
K21736,
K21737,676.87
K21738,506.4
K21739,457.37
K21740,87.67
K21741,82.5
K21742,440.37
K21743,414.43
K21744,125.9
K21745,111.77
K21746,347.47
K21747,251.43
K21748,580.83
K21749,200.67
K21750,
K21751,96.03
K21752,85.53
K21753,350.7
K21754,158.17
K21755,242.07
K21756,532.37
K21757,300.57
K21758,402.97
K21759,33.73
K21760,420.77
K21761,582.77
K21762,1646.67
K21763,1501.23
K21764,287.13
K21765,129.87
K21766,175.4
K21767,150.73
K21768,289.03
K21769,757.37
K21770,562.1
K21771,333.03
K21772,423.63
K21773,104.67
K21774,59.8
K21775,42
K21776,67.83
K21777,350.77
K21778,1276
K21779,666.27
K21780,473.8
K21781,80.37
K21782,445.17
K21783,482.37
K21784,802
K21785,279.07
K21786,505.3
K21787,1060.63
K21788,587.63
K21789,767.67
K21790,105.7
K21791,363.87
K21792,2326.67
K21793,4750.67
K21794,
K21795,947.6
K21796,313.5
K21797,581.37
K21798,558.87
K21799,529.73
K21800,427.13
K21801,450.5
K21802,717.6
K21803,250.83
K21804,225.6
K21805,243.13
K21806,201.87
K21807,176.7
K21808,635.9
K21809,94.87
K21810,989.9
K21811,449.23
K21812,50.93
K21813,207.63
K21814,189.8
K21815,578.67
K21816,789.77
K21817,73.3
K21818,389.17
K21819,
K21820,209.4
K21821,
K21822,628.8
K21823,
K21824,
K21825,378.73
K21826,439.67
K21827,305.87
K21828,159.3
K21829,175.17
K21830,168.77
K21831,256.43
K21832,460
K21833,1026.8
K21834,811.77
K21835,499.7
K21836,
K21837,
K21838,
K21839,
K21840,
K21841,192
K21842,58.3
K21843,453.43
K21844,207.07
K21845,244.1
K21846,171.17
K21847,1097.43
K21848,51.97
K21849,136.03
K21850,142.93
K21851,1773.27
K21852,1564.1
K21853,1653.7
K21854,168.4
K21855,811.43
K21856,951.43
K21857,630.67
K21858,
K21859,
K21860,
K21861,
K21862,2926.47
K21863,1189.37
K21864,1167.1
K21865,67.23
K21866,502.37
K21867,302.97
K21868,3333.23
K21869,1160.8
K21870,60.4
K21871,186.5
K21872,75.13
K21873,247.23
K21874,332.43
K21875,317
K21876,414.2
K21877,261.47
K21878,481.83
K21879,366.1
K21880,749.53
K21881,433.47
K21882,467.6
K21883,277.03
K21884,182.43
K21885,99.47
K21886,117.47
K21887,1014.13
K21888,190.33
K21889,128.77
K21890,161.5
K21891,84.6
K21892,146.6
K21893,124.63
K21894,134.9
K21895,
K21896,
K21897,
K21898,185.93
K21899,457.97
K21900,291.23
K21901,187.67
K21902,111.67
K21903,123.13
K21904,30.77
K21905,340.37
K21906,220.47
K21907,244.7
K21908,42.13
K21909,275.23
K21910,296.33
K21911,223.33
K21912,657.8
K21913,296.97
K21914,170.87
K21915,1112.43
K21916,243.67
K21917,155.33
K21918,145.17
K21919,147
K21920,376.43
K21921,194.57
K21922,353.8
K21923,1239.63
K21924,2004.23
K21925,966.5
K21926,872.23
K21927,564.5
K21928,1835.97
K21929,35.7
K21930,
K21931,
K21932,596.17
K21933,
K21934,
K21935,125.2
K21936,338.03
K21937,
K21938,1419.17
K21939,
K21940,
K21941,
K21942,
K21943,
K21944,1658.3
K21945,1258.23
K21946,668.77
K21947,276.63
K21948,312.43
K21949,362.27
K21950,368.5
K21951,404.9
K21952,313.47
K21953,1239.53
K21954,223.9
K21955,295.2
K21956,264.43
K21957,701.2
K21958,606.33
K21959,241.17
K21960,237.93
K21961,102.4
K21962,141.9
K21963,114.17
K21964,40.17
K21965,142.1
K21966,176.4
K21967,237.77
K21968,181.4
K21969,364.83
K21970,333.2
K21971,257.2
K21972,336.9
K21973,191.6
K21974,59.7
K21975,37.13
K21976,52.6
K21977,209.73
K21978,
K21979,
K21980,
K21981,
K21982,1203.67
K21983,
K21984,
K21985,
K21986,
K21987,52.03
K21988,109.87
K21989,70.8
K21990,169.57
K21991,142.53
K21992,169.93
K21993,290.4
K21994,269.27
K21995,654.37
K21996,271.93
K21997,74.2
K21998,138.4
K21999,87.6
K22000,125.33
K22001,100.07
K22002,
K22003,417.7
K22004,
K22005,
K22006,151.17
K22007,209.73
K22008,521.87
K22009,577.03
K22010,140.63
K22011,122.33
K22012,615
K22013,89.1
K22014,232.37
K22015,895.93
K22017,503.13
K22018,563.07
K22019,94.07
K22021,268.73
K22022,130.7
K22023,1289.13
K22024,471.63
K22025,323.87
K22026,248.5
K22027,326.33
K22028,1015.33
K22029,1420.73
K22030,324.07
K22031,231.33
K22032,391.9
K22033,298.4
K22034,
K22035,1351.53
K22036,1299.63
K22037,69.67
K22038,221.2
K22039,211.03
K22040,740.2
K22041,179.03
K22042,101.1
K22043,122.47
K22044,181.33
K22045,761.13
K22046,1119.73
K22047,217.17
K22048,247.43
K22049,
K22050,
K22051,1042.77
K22052,
K22053,
K22054,
K22055,1161.77
K22056,
K22057,
K22058,
K22059,
K22060,
K22061,1000.87
K22062,410.17
K22063,177.53
K22064,942.07
K22065,827.63
K22066,140.27
K22067,494.77
K22068,289.6
K22069,40.83
K22070,180.83
K22071,197.9
K22072,146.43
K22073,277.83
K22074,94.77
K22075,66.67
K22076,113.2
K22077,166.67
K22078,492.63
K22079,
K22080,
K22081,221.7
K22082,169.3
K22083,314.33
K22084,665.2
K22085,110.53
K22086,1348.47
K22087,155.53
K22088,
K22089,943.37
K22090,
K22091,705.1
K22092,
K22093,
K22094,
K22095,826.8
K22096,
K22097,
K22098,
K22099,311.93
K22100,286.5
K22101,223.33
K22102,184.07
K22103,257.13
K22104,186.93
K22105,85.7
K22106,153.33
K22107,92
K22108,145.47
K22109,199.2
K22110,64.27
K22111,672.67
K22112,165.43
K22113,462.1
K22114,609.7
K22115,292.13
K22116,54.4
K22117,563.67
K22118,1067.93
K22119,243.53
K22120,225.07
K22121,398.43
K22122,455.87
K22123,277.8
K22124,216.97
K22125,3092.8
K22126,3043.77
K22127,2536.87
K22128,119.33
K22129,285.6
K22130,195.53
K22131,389.83
K22132,161.3
K22133,460
K22134,384.07
K22135,192.8
K22136,114.4
K22137,94.1
K22138,86.03
K22139,109.63
K22140,1049.67
K22141,448.6
K22142,236.5
K22143,463.47
K22144,1203.6
K22145,37.1
K22146,249.53
K22147,241.87
K22148,1433
K22149,658.87
K22150,425.83
K22151,329.87
K22152,1274.6
K22153,251.37
K22154,93.03
K22155,1080.73
K22156,964.07
K22157,126.83
K22158,166.13
K22159,317.73
K22160,224.4
K22161,602.17
K22162,502.03
K22163,497.87
K22164,183.7
K22165,77.47
K22166,148.23
K22167,849.1
K22168,624.5
K22169,602.83
K22170,105.97
K22171,110.23
K22172,488.77
K22173,664.77
K22174,511.67
K22175,501.23
K22176,202.07
K22177,111.27
K22178,90.97
K22179,882.17
K22180,641.97
K22181,397.6
K22182,515.97
K22183,
K22184,244.2
K22185,353.8
K22186,887.73
K22187,546.1
K22188,76.13
K22189,171.03
K22190,145.1
K22191,160.97
K22192,700.47
K22193,261.57
K22194,101.9
K22195,95.97
K22196,122.9
K22197,191.5
K22198,682.5
K22199,457.77
K22200,308.27
K22201,
K22202,112.83
K22203,178.2
K22204,673.73
K22205,192.4
K22206,220.77
K22207,424.03
K22208,
K22209,399.33
K22210,110.1
K22211,200.83
K22212,849.13
K22213,258.57
K22214,758.7
K22215,373.3
K22216,1040.07
K22217,381.3
K22218,309.43
K22219,602.53
K22220,713.1
K22221,390.37
K22222,177.3
K22223,158.4
K22224,302.47
K22225,112.2
K22226,376.07
K22227,372.77
K22228,180.43
K22229,442.37
K22230,282.8
K22231,639.73
K22232,524.83
K22233,237.23
K22234,314.97
K22235,416.33
K22236,633.33
K22237,268.53
K22238,63.93
K22239,110.53
K22240,85.93
K22241,70.97
K22242,124.53
K22243,95.57
K22244,169.9
K22245,927.43
K22246,411.97
K22247,89.63
K22248,517.5
K22249,348.63
K22250,248.17
K22251,377.9
K22252,267.37
K22253,766.67
K22254,509.5
K22255,26
K22256,287.23
K22257,161.37
K22258,121.37
K22259,
K22260,119.1
K22261,230.07
K22262,2709.33
K22263,297.2
K22264,
K22265,1146.63
K22266,463.23
K22267,83.93
K22268,288.4
K22269,
K22270,399.7
K22271,
K22272,
K22273,
K22274,
K22275,
K22276,517.1
K22277,330.67
K22278,74.17
K22279,909.2
K22280,
K22281,
K22282,205
K22283,648.83
K22284,709.77
K22285,1098.8
K22286,53.63
K22287,64.6
K22288,569.5
K22289,120.8
K22290,149.73
K22291,265.93
K22292,224.27
K22293,216.27
K22294,248.43
K22295,98.63
K22296,140.47
K22297,136.77
K22298,107.13
K22299,74.97
K22300,63.37
K22301,218.77
K22302,38.07
K22303,375.57
K22304,100.67
K22305,219.57
K22306,214.43
K22307,1067.6
K22308,475.37
K22309,301.13
K22310,98.8
K22311,209.2
K22312,422.6
K22313,
K22314,168.57
K22315,234.57
K22316,308.7
K22317,256.2
K22318,287.6
K22319,622.77
K22320,335.8
K22321,672.27
K22322,311.7
K22323,
K22324,796.7
K22325,
K22326,
K22327,
K22328,961.03
K22329,845.43
K22330,808.27
K22331,517.57
K22332,626.07
K22333,502.57
K22334,573.77
K22335,596.13
K22336,163.83
K22337,877.53
K22338,475.07
K22339,1084.87
K22340,243.27
K22341,1416
K22342,253.97
K22343,387.27
K22344,103.73
K22345,627.7
K22346,693.83
K22347,687.7
K22348,337.9
K22349,1274
K22350,854.77
K22351,536.37
K22352,547.33
K22353,1153
K22354,583.07
K22355,118.67
K22356,618.73
K22357,
K22358,
K22359,
K22360,
K22361,
K22362,
K22363,583.17
K22364,742.43
K22365,
K22366,58.3
K22367,252.53
K22368,512.83
K22369,254.7
K22370,444.27
K22371,103.7
K22372,1285.3
K22373,230.57
K22374,547.37
K22375,174.17
K22376,249.3
K22377,98.23
K22378,137.9
K22379,166.77
K22380,190.07
K22381,191.77
K22382,235.8
K22383,537.07
K22384,30.33
K22385,52.43
K22386,88.4
K22387,174.2
K22388,70.83
K22389,274.33
K22390,123.87
K22391,172.53
K22392,
K22393,288.87
K22394,248.87
K22395,759.2
K22396,926.53
K22397,318.03
K22398,111.03
K22399,196.23
K22400,151.57
K22401,299.47
K22402,370.57
K22403,145.6
K22404,1341.47
K22405,468.9
K22406,1168.83
K22407,1712.4
K22408,233.97
K22409,282.5
K22410,1656.4
K22411,654.63
K22412,
K22413,358.13
K22414,118.13
K22415,93.97
K22416,1635.23
K22417,2977.63
K22418,285.63
K22419,188.13
K22420,139.43
K22421,62.1
K22422,77.77
K22423,
K22424,474.63
K22425,822.87
K22426,921.23
K22427,745.67
K22428,162.53
K22429,195.2
K22430,653.03
K22431,455.67
K22432,760.13
K22433,
K22434,
K22435,
K22436,
K22437,511.93
K22438,109.13
K22439,629.57
K22440,690.07
K22441,116.33
K22442,486.6
K22443,319.93
K22444,426.67
K22445,886.97
K22446,328.43
K22447,589.73
K22448,278.63
K22449,284.23
K22450,72.03
K22451,200.47
K22452,94.23
K22453,116.67
K22454,128.23
K22455,60.67
K22456,124.67
K22457,605.77
K22458,
K22459,905.3
K22460,895
K22461,626.5
K22462,315.03
K22463,74.47
K22464,868.93
K22465,692.1
K22466,735.5
K22467,
K22468,275.27
K22469,288.2
K22470,637
K22471,429.97
K22472,870.9
K22473,1268.87
K22474,553.47
K22475,107.33
K22476,94.33
K22477,75.23
K22478,527.47
K22479,121.77
K22480,1082.73
K22481,348.07
K22482,170.97
K22483,124.1
K22484,100.4
K22485,240.07
K22486,215.2
K22487,39.63
K22488,182.37
K22489,138.97
K22490,280.2
K22491,116.03
K22492,665.4
K22493,239.1
K22494,54
K22495,106.17
K22496,154.57
K22497,
K22498,
K22499,260.97
K22500,
K22501,72.6
K22502,166.13
K22503,689.1
K22504,472.33
K22505,244.63
K22506,582.6
K22507,297.33
K22508,115.2
K22509,242.8
K22510,343.33
K22511,230
K22512,68.43
K22513,58.17
K22514,68.97
K22515,633.17
K22516,967.8
K22517,1215.27
K22518,770.47
K22519,79.43
K22520,89.77
K22521,39.5
K22522,92.7
K22523,324.87
K22524,281
K22525,706.83
K22526,633.33
K22527,159.07
K22528,178.87
K22529,251.13
K22530,328.87
K22531,416.83
K22532,282.2
K22533,70.93
K22534,297.67
K22535,115.33
K22536,79.77
K22537,225.2
K22538,236.7
K22539,210.2
K22540,169.73
K22541,196.97
K22542,
K22543,481.87
K22544,245.6
K22545,412.97
K22546,642.73
K22547,180.37
K22548,489.73
K22549,397.73
K22550,98.3
K22551,975.83
K22552,335
K22553,357.43
K22554,261.7
K22555,258.73
K22556,104
K22557,123.5
K22558,73.23
K22559,100.47
K22560,88.33
K22561,71.07
K22562,84.03
K22563,79.93
K22564,59.97
K22565,62.13
K22566,76.33
K22567,753.93
K22568,63
K22569,480.77
K22570,580.77
K22571,496.5
K22572,
K22573,
K22574,
K22575,
K22576,
K22577,
K22578,
K22579,491.23
K22580,224.23
K22581,
K22582,572.97
K22583,311.43
K22584,275.7
K22585,280.3
K22586,
K22587,347.2
K22588,489
K22589,460.47
K22590,
K22591,766.13
K22592,360.57
K22593,177.5
K22594,168.97
K22595,311.5
K22596,222.5
K22597,787.63
K22598,582
K22599,
K22600,1186.73
K22601,677.4
K22602,683.13
K22603,210.77
K22604,397.47
K22605,356.67
K22606,408.9
K22607,
K22608,75.4
K22609,83
K22610,228.7
K22611,168.8
K22612,142.4
K22613,447.97
K22614,479.87
K22615,565.77
K22616,220.6
K22617,258.63
K22618,196.93
K22619,
K22620,968.27
K22621,864.47
K22622,121.3
K22623,
K22624,
K22625,
K22626,1135.83
K22627,87.17
K22628,378.3
K22629,113.07
K22630,556.9
K22631,107.43
K22632,104.13
K22633,114.33
K22634,
K22635,1195.1
K22636,
K22637,
K22638,
K22639,1034.23
K22640,960
K22641,55.47
K22642,60.13
K22643,73.43
K22644,101.13
K22645,148.23
K22646,89.67
K22647,88.2
K22648,638.97
K22649,108.5
K22650,151.73
K22651,72.3
K22652,111.33
K22653,410
K22654,584.17
K22655,1149.33
K22656,1029.47
K22657,669.27
K22658,687.27
K22659,1286.07
K22660,1520.23
K22661,1523.23
K22662,1115.7
K22663,1184.43
K22664,982.77
K22665,1076.9
K22666,1093.2
K22667,205.97
K22668,196.97
K22669,86.2
K22670,447.97
K22671,183.7
K22672,473.23
K22673,403.57
K22674,537.43
K22676,
K22677,
K22678,
K22679,596.83
K22680,211.13
K22681,170.9
K22682,374.57
K22683,396.17
K22684,77.53
K22685,71.63
K22686,441.4
K22687,446.87
K22688,477.77
K22689,472.17
K22690,795.43
K22691,
K22692,892.13
K22693,738.43
K22694,719.47
K22695,
K22696,138.2
K22697,427.4
K22698,151.87
K22699,251.77
K22700,265.63
K22701,368.47
K22702,459.1
K22703,605.7
K22704,282.5
K22705,279.27
K22706,1029.67
K22707,
K22708,265.03
K22709,1319.23
K22710,535
K22711,403.7
K22712,745.93
K22713,460.8
K22714,1450.57
K22715,
K22716,
K22717,
K22718,67.73
K22719,163.3
K22720,69.9
K22721,155.17
K22722,396.83
K22723,198.33
K22724,76.73
K22725,312.87
K22726,894
K22727,1055.1
K22728,1042.53
K22729,459.2
K22730,892.6
K22731,642
K22732,729.5
K22733,50.97
K22734,151.43
K22735,78.9
K22736,38
K22737,50.67
K22738,464
K22739,4006.63
K22740,962.07
K22741,345.73
K22742,482.9
K22743,1281.67
K22744,30.5
K22745,212.4
K22746,46.83
K22747,392.17
K22748,447.1
K22749,425.07
K22750,298.17
K22751,1020.8
K22752,1131.7
K22753,698.67
K22754,204.3
K22755,133.43
K22756,55.97
K22757,106.1
K22758,84.97
K22759,209.37
K22760,245.03
K22761,75.23
K22762,103.73
K22763,102.03
K22764,34.77
K22765,84.93
K22766,581.27
K22767,169.63
K22768,1073
K22769,372.17
K22770,283.7
K22771,
K22772,565.3
K22773,1420.33
K22774,
K22775,500.73
K22776,391.63
K22777,838.43
K22778,326.4
K22779,661.2
K22780,256.83
K22781,
K22782,614.6
K22783,
K22784,
K22785,
K22786,
K22787,
K22788,554
K22789,
K22790,412.77
K22791,540.83
K22792,313.2
K22793,367.8
K22794,709.57
K22795,983.6
K22796,327.47
K22797,176.33
K22798,
K22799,
K22800,
K22801,
K22802,
K22803,392.2
K22804,354.57
K22805,342
K22806,104.33
K22807,266.1
K22808,127
K22809,304.53
K22810,351.73
K22811,
K22812,651.63
K22813,391.27
K22814,597.67
K22815,439.13
K22816,87.5
K22817,55.03
K22818,533.97
K22819,333.27
K22820,874.47
K22821,402.97
K22822,694.83
K22823,321.33
K22824,166.2
K22825,62
K22826,490.67
K22827,272.27
K22828,489.33
K22829,490.63
K22830,24.93
K22831,136.13
K22832,508.63
K22833,685.27
K22834,554.73
K22835,528.63
K22836,547.13
K22837,402.1
K22838,559.77
K22839,487.67
K22840,168.97
K22841,
K22842,282.93
K22843,98.37
K22844,173
K22845,640.43
K22846,659.13
K22847,376.3
K22848,228.7
K22849,146.5
K22850,227.67
K22851,
K22852,
K22853,
K22854,389.13
K22855,74.27
K22856,98.9
K22857,205.73
K22858,87.97
K22859,528.83
K22860,108.7
K22861,117.97
K22862,194.33
K22863,124.93
K22864,146.97
K22865,206.73
K22866,158.9
K22867,67.23
K22868,254.73
K22869,199.07
K22870,1016.47
K22871,197.93
K22872,448.1
K22873,369.17
K22874,208.3
K22875,522.23
K22876,
K22877,
K22878,797.07
K22879,213.53
K22880,
K22881,56.07
K22882,140.5
K22883,257.07
K22884,384.03
K22885,226.7
K22886,244.03
K22887,
K22888,105.77
K22889,244.67
K22890,
K22891,201.83
K22892,157.97
K22893,509.07
K22894,133.53
K22895,370.4
K22896,885.23
K22897,837.87
K22898,150.97
K22899,558.9
K22900,126.73
K22901,368.2
K22902,330.73
K22903,608.5
K22904,129.4
K22905,93.83
K22906,285.63
K22907,234.8
K22908,205.9
K22909,95.3
K22910,213.7
K22911,156.93
K22912,202.7
K22913,417.83
K22914,274.87
K22915,1942.63
K22916,1341.57
K22917,731.73
K22918,413.97
K22919,267.23
K22920,450.8
K22921,265.03
K22922,325.5
K22923,270.73
K22924,735.73
K22925,790.23
K22926,943.3
K22927,297.27
K22928,82.73
