Accession,Protein Function,V-Score,Log10[Hit Number],Database Origin
VOG27200,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31168,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27509,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28244,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30141,"REFSEQ gp22, hypothetical protein",0.14,1.146128036,VOG
VOG28833,REFSEQ Rz-like spanin,0.14,1.146128036,VOG
VOG29573,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01945,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27231,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28559,sp|P19818|VAT_CAMVP Aphid transmission protein,0.14,1.146128036,VOG
VOG31195,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28564,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26805,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26808,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28872,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27865,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG25527,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26268,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG00986,REFSEQ ORF3,0.14,1.146128036,VOG
VOG26574,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG25269,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG23502,REFSEQ gp17,0.14,1.146128036,VOG
VOG23216,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG24245,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG25582,sp|Q5UQM2|ROBIN_MIMIV Robin,0.14,1.146128036,VOG
VOG23820,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19318,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19610,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19626,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG21523,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG22550,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19056,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20804,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17008,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18915,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18045,REFSEQ gp32,0.14,1.146128036,VOG
VOG17028,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19379,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18932,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17037,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG21592,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18671,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18979,REFSEQ putative Non-LTR retrotransposon,0.14,1.146128036,VOG
VOG18980,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG16036,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17968,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20891,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20894,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17395,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG16060,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG14607,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG15069,REFSEQ TreN-like membrane protein,0.14,1.146128036,VOG
VOG16699,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG14946,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG13048,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12313,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12022,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG13346,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12322,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12620,REFSEQ histidine phosphatase superfamily clade-1,0.14,1.146128036,VOG
VOG13945,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11017,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG13669,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11915,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG09726,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11628,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11358,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10318,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG09762,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10037,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG09192,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07413,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11972,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07130,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07131,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07132,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10359,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06405,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10952,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06124,sp|P17356|PG024_VACCW OPG024 protein,0.14,1.146128036,VOG
VOG06711,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06715,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36833,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10096,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36257,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06433,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06446,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG35824,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06740,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05424,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05429,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05433,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05737,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG04124,sp|C1BEG3|UL74A_HCMVM Uncharacterized protein UL74A,0.14,1.146128036,VOG
VOG06768,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36884,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34244,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG04421,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06771,REFSEQ membrane protein,0.14,1.146128036,VOG
VOG04131,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06774,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06775,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05462,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33212,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03122,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03127,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05472,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34275,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03422,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03133,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05492,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03444,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33838,sp|P0C6T8|R1A_CVBEN Replicase polyprotein 1a,0.14,1.146128036,VOG
VOG33839,REFSEQ gp1.2,0.14,1.146128036,VOG
VOG34887,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32834,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03188,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33576,sp|Q5UNX6|YL724_MIMIV Uncharacterized protein L724,0.14,1.146128036,VOG
VOG02439,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG02736,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28022,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01717,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32575,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30528,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27903,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01745,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30836,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27030,REFSEQ methyltransferase,0.14,1.146128036,VOG
VOG30841,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28364,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30263,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28374,REFSEQ membrane protein,0.14,1.146128036,VOG
VOG27938,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26622,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26331,REFSEQ conserved protein of unknown function PpfA,0.14,1.146128036,VOG
VOG27370,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG25917,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG26945,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27681,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG24042,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG23900,REFSEQ exonuclease,0.14,1.146128036,VOG
VOG23343,sp|A0A7H0DN31|PG058_MONPV Protein OPG058,0.14,1.146128036,VOG
VOG23653,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19418,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19126,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG23660,sp|Q9M2N5|DSLE_ARATH Zinc finger BED domain-containing protein DAYSLEEPER,0.14,1.146128036,VOG
VOG24694,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20319,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20905,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18424,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19746,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20325,REFSEQ RusA-like Holliday junction resolvase,0.14,1.146128036,VOG
VOG18134,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20031,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG22685,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG22390,sp|Q06392|VSR_SBWMN Suppressor of RNA silencing,0.14,1.146128036,VOG
VOG21079,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17714,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17422,sp|Q6GZQ4|071R_FRG3G Uncharacterized protein 071R,0.14,1.146128036,VOG
VOG22998,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG19782,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG20070,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18760,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG18765,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG17740,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG16120,REFSEQ P47,0.14,1.146128036,VOG
VOG18791,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG15138,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG15753,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG14440,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG15762,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG14448,sp|Q5UQS2|YR331_MIMIV Putative zinc finger MYND domain-containing protein R331,0.14,1.146128036,VOG
VOG14741,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG13137,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG14753,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12704,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12134,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG09504,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG12157,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG13197,sp|P21680|VDHR_BP186 Protein dhr,0.14,1.146128036,VOG
VOG12468,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG09839,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11155,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10401,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG37308,REFSEQ EsV-1-178,0.14,1.146128036,VOG
VOG09855,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11763,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG11769,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG37911,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36302,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG08569,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36610,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG37936,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG35006,sp|O72157|RDRP_SBMVA Replicase polyprotein P2AB,0.14,1.146128036,VOG
VOG10755,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36917,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06802,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06518,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07259,sp|P0C6K8|A92_SSV1 Uncharacterized protein A-92,0.14,1.146128036,VOG
VOG08598,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36637,REFSEQ gp54,0.14,1.146128036,VOG
VOG35024,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36054,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG37376,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG35906,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36931,sp|Q64902|X_ASHV Protein X,0.14,1.146128036,VOG
VOG35321,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34001,sp|P12977|EBNA3_EBVB9 Epstein-Barr nuclear antigen 3,0.14,1.146128036,VOG
VOG37967,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG10190,sp|C1JJY2|MATRX_HAPV1 Matrix protein,0.14,1.146128036,VOG
VOG35915,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07279,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05514,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG35630,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG36953,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34317,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG07874,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG37990,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG04509,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG06858,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05544,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05549,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05843,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05555,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG05559,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33302,sp|Q914G5|Y067_SIFVH Uncharacterized protein 67,0.14,1.146128036,VOG
VOG04261,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34092,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32609,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG34976,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03832,sp|P41422|Y012_NPVAC Uncharacterized 14.2 kDa protein in PK1-LEF1 intergenic region,0.14,1.146128036,VOG
VOG32325,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG03262,REFSEQ putative silencing supressor,0.14,1.146128036,VOG
VOG29708,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31021,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33370,sp|A0A7H0DND5|PG164_MONPV Protein OPG164,0.14,1.146128036,VOG
VOG33376,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31325,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31329,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32060,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32066,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG02828,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG02247,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33689,REFSEQ anti-restriction protein,0.14,1.146128036,VOG
VOG33391,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG28419,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG33989,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32374,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01238,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30612,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG02261,sp|P41708|AC152_NPVAC Protein AC152,0.14,1.146128036,VOG
VOG33995,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG32380,REFSEQ Ac68-like protein,0.14,1.146128036,VOG
VOG01823,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01535,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG27113,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31361,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG31077,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01540,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01257,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG30938,sp|P20200|A82_SSV1 Uncharacterized protein A-82,0.14,1.146128036,VOG
VOG01267,REFSEQ hypothetical protein,0.14,1.146128036,VOG
VOG01271,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30650,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29492,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28766,sp|Q8QL35|Y70_SIRV1 Uncharacterized zinc finger protein 70,0.13,1.113943352,VOG
VOG30081,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28193,REFSEQ EaA protein,0.13,1.113943352,VOG
VOG26169,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27198,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25449,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24115,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25463,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG23415,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22101,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24746,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22700,REFSEQ putative topoisomerase,0.13,1.113943352,VOG
VOG24478,REFSEQ transcriptional regulator,0.13,1.113943352,VOG
VOG21129,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18205,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18214,REFSEQ lipoprotein,0.13,1.113943352,VOG
VOG22754,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19547,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22471,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20136,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20430,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22780,REFSEQ replication initiation protein,0.13,1.113943352,VOG
VOG21178,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20158,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21197,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18859,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20751,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21781,sp|Q5UR60|YR802_MIMIV Uncharacterized protein R802,0.13,1.113943352,VOG
VOG20467,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18583,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18294,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17274,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18896,sp|P21065|PG172_VACCC Protein A43,0.13,1.113943352,VOG
VOG16530,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16243,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16250,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16853,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15279,REFSEQ gp633,0.13,1.113943352,VOG
VOG15570,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14554,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14850,REFSEQ Hypothetical protein,0.13,1.113943352,VOG
VOG14561,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13832,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14281,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14287,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13844,sp|P0CA36|VF129_ASFK5 Uncharacterized protein C129R,0.13,1.113943352,VOG
VOG09010,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14299,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13275,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12544,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13870,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13879,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11531,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11537,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09050,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10203,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09353,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11252,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12294,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10803,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09950,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10223,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10812,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08350,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09674,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG38160,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07028,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08367,sp|Q5UNU7|YL682_MIMIV Uncharacterized protein L682,0.13,1.113943352,VOG
VOG07035,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36412,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08969,REFSEQ membrane protein,0.13,1.113943352,VOG
VOG09991,REFSEQ MazF-like growth inhibitor,0.13,1.113943352,VOG
VOG10551,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10263,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36130,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06027,sp|P0CK01|MVP_PEMVC P3N-PIPO polyprotein,0.13,1.113943352,VOG
VOG07054,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07644,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06033,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10287,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36448,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG35136,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37482,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06927,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06634,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36468,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36174,sp|P20209|C166_SSV1 Uncharacterized protein C-166,0.13,1.113943352,VOG
VOG05615,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34416,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36470,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05913,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04304,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05336,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06657,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34132,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04313,REFSEQ putative ubiquitin-like putative cysteine protease,0.13,1.113943352,VOG
VOG05637,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04318,REFSEQ Hypothetical protein,0.13,1.113943352,VOG
VOG05050,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06965,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05357,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05061,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04919,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05941,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05654,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05070,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03317,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34753,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03906,sp|F5HF44|UL145_HCMVM Protein UL145,0.13,1.113943352,VOG
VOG35497,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05968,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06997,REFSEQ methyltransferase,0.13,1.113943352,VOG
VOG03337,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33430,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33145,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03922,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02000,sp|Q9JGT5|MATRX_NCMV Matrix protein,0.13,1.113943352,VOG
VOG05980,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03359,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02027,sp|Q9PWX1|DR1_HHV6Z Uncharacterized protein DR1,0.13,1.113943352,VOG
VOG02323,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04697,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02334,sp|P0CK21|PG076_VACCW Entry-fusion complex protein OPG076,0.13,1.113943352,VOG
VOG01017,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29522,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28202,REFSEQ polymerase,0.13,1.113943352,VOG
VOG28206,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33777,sp|Q9XJR1|P6_BPPM2 Protein P6,0.13,1.113943352,VOG
