Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_nonviral_region
vRhyme_unbinned_64__MGr3G3H3I_000000189417_2	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	true		high											false
vRhyme_unbinned_64__MGr3G3H3I_000000189417_3	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	true		high											false
vRhyme_unbinned_64__MGr3G3H3I_000000189417_4	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	true		high											false
vRhyme_unbinned_64__MGr3G3H3I_000000189417_5	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417	cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)			PF00535.33	GT2_Glycos_transf_2						27.3902	31.903244						0.8690476190476191	0.8764705882352941					10.0		NaN	NaN	NaN	NaN	true		medium			Glycosyl transferase family 2	cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)				GT2	cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)	dbCAN	false
vRhyme_unbinned_64__MGr3G3H3I_000000189417_6	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_7	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_8	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_9	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417	head closure Hc2							phrog_460							48.388504							0.3246753246753247				NaN	NaN	NaN	NaN	false		medium							head closure Hc2	phrog_460	head closure Hc2	PHROG	true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_10	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_11	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_64__MGr3G3H3I_000000189417_12	vRhyme_unbinned_64__MGr3G3H3I_000000189417	vRhyme_unbinned_64__MGr3G3H3I_000000189417																										NaN	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_1	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	8064.0	false		high											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_2	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	6660.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_3	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	6363.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_4	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	terminase large subunit							phrog_2666							64.393509							0.35495495495495494				NaN	NaN	NaN	6108.0	false		medium							terminase large subunit	phrog_2666	terminase large subunit	PHROG	true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_5	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]	K24288		PF13578.13					67.888268		61.064602					0.5567010309278351		1.0					10.0	10.0		NaN	NaN	NaN	5937.0	false		medium	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]		Methyltransferase domain					K24288	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]	KEGG	true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_6	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	5715.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_7	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	3474.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_8	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	3309.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_9	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	2472.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_10	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	1458.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_11	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	1047.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_12	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758								phrog_26913							31.466248							0.3316831683168317				NaN	NaN	NaN	681.0	false		medium							""	phrog_26913	""	PHROG	true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_13	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	393.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_14	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	2865.0	false		high											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_15	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	1779.0	1086.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_16	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	2649.0	216.0	false		high											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_17	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	2865.0	NaN	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_18	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	1155.0	NaN	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_19	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	6918.0	false		medium											true
vRhyme_unbinned_65__MGr3G3H3I_000000190758_20	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758																										NaN	NaN	NaN	5025.0	false		medium											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_1	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	6681.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_2	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	6594.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_3	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	terminase large subunit							phrog_2666							69.92971							0.31891891891891894				NaN	6246.0	NaN	NaN	false		high							terminase large subunit	phrog_2666	terminase large subunit	PHROG	true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_4	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	5484.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_5	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	4878.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_6	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	4626.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_7	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	4401.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_8	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	3615.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_9	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	3408.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_10	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	2289.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_11	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	1971.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_12	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	1347.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_13	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	1248.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_14	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	915.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_15	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	678.0	NaN	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_16	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	474.0	1650.0	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_17	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										NaN	216.0	1740.0	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_18	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	holin			PF11351.14				phrog_3427			69.311768				90.742142			0.9512195121951219				0.900709219858156		10.0	10.0	NaN	NaN	1893.0	NaN	false		high			Holin of 3TMs, for gene-transfer release				holin	phrog_3427	holin	PHROG	true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_19	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										453.0	NaN	2088.0	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_20	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										783.0	NaN	2595.0	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_21	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										1560.0	NaN	3267.0	NaN	false		high											true
vRhyme_unbinned_66__MGr3G3H3I_000000191734_22	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734																										2358.0	NaN	3546.0	NaN	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_1	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	3858.0	3738.0	NaN	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_2	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	1206.0	4236.0	NaN	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_3	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	Concanavalin A-like lectin/glucanases superfamily			PF13385.14							53.855549							0.9536423841059603						10.0		NaN	9966.0	4464.0	NaN	true		high			Concanavalin A-like lectin/glucanases superfamily					PF13385	Concanavalin A-like lectin/glucanases superfamily	Pfam	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_4	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	4110.0	8838.0	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_5	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	3630.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_6	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	Rnase E							phrog_645							65.448761							0.6479591836734694				NaN	2454.0	NaN	NaN	true		high							Rnase E	phrog_645	Rnase E	PHROG	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_7	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	xtmB; phage terminase large subunit	K06909						phrog_5653	62.35408						55.006897	0.44924406047516197						0.8793969849246231				NaN	1875.0	NaN	NaN	true		high	xtmB; phage terminase large subunit						terminase large subunit	K06909	xtmB; phage terminase large subunit	KEGG	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_8	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	237.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_9	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	KTSC domain			PF13619.12							28.284386							0.7241379310344828						10.0		NaN	3276.0	NaN	NaN	true		high			KTSC domain					PF13619	KTSC domain	Pfam	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_10	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	2130.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_11	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	1848.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_12	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	1050.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_13	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										NaN	267.0	NaN	NaN	true		high											false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_14	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	Portal protein of Mu bacteriophage			PF06074.19				phrog_113			117.207054				97.978996			0.9880952380952381				0.3223270440251572		10.0	10.0	NaN	NaN	NaN	NaN	true		high			Portal protein of Mu bacteriophage				portal protein	PF06074	Portal protein of Mu bacteriophage	Pfam	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_15	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	Inorganic Pyrophosphatase			PF18823.7				phrog_4272			164.159805				104.564552			0.9925925925925926				0.3468586387434555		10.0	0.35	1653.0	NaN	NaN	NaN	true		high			Inorganic Pyrophosphatase				""	PF18823	Inorganic Pyrophosphatase	Pfam	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_16	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	Large polyvalent protein-associated domain 3			PF18798.7							46.149086							0.9823008849557522						10.0		2727.0	NaN	NaN	NaN	true		high			Large polyvalent protein-associated domain 3					PF18798	Large polyvalent protein-associated domain 3	Pfam	false
vRhyme_unbinned_67__MGr3G3H3I_000000195259_17	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										2895.0	NaN	NaN	891.0	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_18	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										3051.0	NaN	NaN	888.0	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_19	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										4776.0	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_67__MGr3G3H3I_000000195259_20	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259																										5316.0	NaN	1569.0	NaN	false		high											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_1	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	10956.0	false		medium											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_2	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	10245.0	false		medium											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_3	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	9684.0	false		medium											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_4	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	9402.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_5	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	9195.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_6	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	9063.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_7	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	8133.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_8	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	7773.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_9	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	6480.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_10	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	5628.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_11	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	3996.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_12	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	3687.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_13	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	3312.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_14	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	3006.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_15	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	2880.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_16	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642																										NaN	NaN	NaN	2733.0	false		low											true
vRhyme_unbinned_68__MGr3G3H3I_000000196642_17	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	K13006	HMMsoil57994	PF00132.31				phrog_2154	136.652527	32.6838	57.801613				52.27544	0.8530805687203792	0.9444444444444444	0.9444444444444444				0.31891891891891894	10.0	10.0	2.88	NaN	NaN	NaN	1158.0	false		low	wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	Bacterial transferase hexapeptide (six repeats)				""	K13006	wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	KEGG	true
