id,name,V-score,VL-score,db
phrog_36357,,0.06,0.77815125,PHROG
phrog_35625,tRNA synthetase,0.06,0.77815125,PHROG
phrog_35335,,0.06,0.77815125,PHROG
phrog_36360,,0.06,0.77815125,PHROG
phrog_37684,,0.06,0.77815125,PHROG
phrog_37390,,0.06,0.77815125,PHROG
phrog_36074,,0.06,0.77815125,PHROG
phrog_34606,,0.06,0.77815125,PHROG
phrog_36661,,0.06,0.77815125,PHROG
phrog_37985,,0.06,0.77815125,PHROG
phrog_37693,,0.06,0.77815125,PHROG
phrog_34902,Holliday junction resolvase,0.06,0.77815125,PHROG
phrog_34617,,0.06,0.77815125,PHROG
phrog_34322,,0.06,0.77815125,PHROG
phrog_37999,,0.06,0.77815125,PHROG
phrog_36383,,0.06,0.77815125,PHROG
phrog_35941,,0.06,0.77815125,PHROG
phrog_35652,,0.06,0.77815125,PHROG
phrog_36979,,0.06,0.77815125,PHROG
phrog_35660,,0.06,0.77815125,PHROG
phrog_36987,,0.06,0.77815125,PHROG
phrog_35668,,0.06,0.77815125,PHROG
phrog_34930,,0.06,0.77815125,PHROG
phrog_34641,,0.06,0.77815125,PHROG
phrog_33306,,0.06,0.77815125,PHROG
phrog_35092,,0.06,0.77815125,PHROG
phrog_33022,,0.06,0.77815125,PHROG
phrog_35391,,0.06,0.77815125,PHROG
phrog_34072,,0.06,0.77815125,PHROG
phrog_33619,,0.06,0.77815125,PHROG
phrog_34080,,0.06,0.77815125,PHROG
phrog_35999,,0.06,0.77815125,PHROG
phrog_33049,,0.06,0.77815125,PHROG
phrog_33922,,0.06,0.77815125,PHROG
phrog_33630,,0.06,0.77815125,PHROG
phrog_33347,,0.06,0.77815125,PHROG
phrog_34393,,0.06,0.77815125,PHROG
phrog_32902,,0.06,0.77815125,PHROG
phrog_34989,,0.06,0.77815125,PHROG
phrog_34692,,0.06,0.77815125,PHROG
phrog_34699,,0.06,0.77815125,PHROG
phrog_33065,,0.06,0.77815125,PHROG
phrog_29405,,0.06,0.77815125,PHROG
phrog_31302,,0.06,0.77815125,PHROG
phrog_33653,,0.06,0.77815125,PHROG
phrog_32633,,0.06,0.77815125,PHROG
phrog_31026,,0.06,0.77815125,PHROG
phrog_31027,,0.06,0.77815125,PHROG
phrog_29710,,0.06,0.77815125,PHROG
phrog_31321,,0.06,0.77815125,PHROG
phrog_31322,,0.06,0.77815125,PHROG
phrog_33671,,0.06,0.77815125,PHROG
phrog_29142,,0.06,0.77815125,PHROG
phrog_29148,,0.06,0.77815125,PHROG
phrog_31041,,0.06,0.77815125,PHROG
phrog_33687,,0.06,0.77815125,PHROG
phrog_32070,,0.06,0.77815125,PHROG
phrog_33391,,0.06,0.77815125,PHROG
phrog_29736,,0.06,0.77815125,PHROG
phrog_29445,,0.06,0.77815125,PHROG
phrog_29448,,0.06,0.77815125,PHROG
phrog_32662,,0.06,0.77815125,PHROG
phrog_31342,,0.06,0.77815125,PHROG
phrog_32665,,0.06,0.77815125,PHROG
phrog_29747,,0.06,0.77815125,PHROG
phrog_30032,,0.06,0.77815125,PHROG
phrog_31066,,0.06,0.77815125,PHROG
phrog_31941,,0.06,0.77815125,PHROG
phrog_27110,,0.06,0.77815125,PHROG
phrog_30627,,0.06,0.77815125,PHROG
phrog_32978,,0.06,0.77815125,PHROG
phrog_30044,,0.06,0.77815125,PHROG
phrog_30922,,0.06,0.77815125,PHROG
phrog_27419,,0.06,0.77815125,PHROG
phrog_27421,DNA polymerase,0.06,0.77815125,PHROG
phrog_28742,,0.06,0.77815125,PHROG
phrog_27429,,0.06,0.77815125,PHROG
phrog_30647,,0.06,0.77815125,PHROG
phrog_31968,,0.06,0.77815125,PHROG
phrog_27133,,0.06,0.77815125,PHROG
phrog_28456,,0.06,0.77815125,PHROG
phrog_28458,,0.06,0.77815125,PHROG
phrog_31389,,0.06,0.77815125,PHROG
phrog_26113,,0.06,0.77815125,PHROG
phrog_27436,,0.06,0.77815125,PHROG
phrog_31973,,0.06,0.77815125,PHROG
phrog_30654,,0.06,0.77815125,PHROG
phrog_28462,,0.06,0.77815125,PHROG
phrog_31979,,0.06,0.77815125,PHROG
phrog_31680,,0.06,0.77815125,PHROG
phrog_31681,,0.06,0.77815125,PHROG
phrog_28174,,0.06,0.77815125,PHROG
phrog_30073,,0.06,0.77815125,PHROG
phrog_26709,,0.06,0.77815125,PHROG
phrog_28762,,0.06,0.77815125,PHROG
phrog_27155,,0.06,0.77815125,PHROG
phrog_30371,,0.06,0.77815125,PHROG
phrog_28188,,0.06,0.77815125,PHROG
phrog_26425,,0.06,0.77815125,PHROG
phrog_26725,,0.06,0.77815125,PHROG
phrog_25405,,0.06,0.77815125,PHROG
phrog_26432,,0.06,0.77815125,PHROG
phrog_26146,,0.06,0.77815125,PHROG
phrog_27468,,0.06,0.77815125,PHROG
phrog_26148,,0.06,0.77815125,PHROG
phrog_28494,,0.06,0.77815125,PHROG
phrog_30398,,0.06,0.77815125,PHROG
phrog_9100,,0.06,0.77815125,PHROG
phrog_9108,,0.06,0.77815125,PHROG
phrog_25412,,0.06,0.77815125,PHROG
phrog_26737,,0.06,0.77815125,PHROG
phrog_9404,,0.06,0.77815125,PHROG
phrog_9118,,0.06,0.77815125,PHROG
phrog_25714,,0.06,0.77815125,PHROG
phrog_25428,,0.06,0.77815125,PHROG
phrog_26459,,0.06,0.77815125,PHROG
phrog_26163,homing endonuclease,0.06,0.77815125,PHROG
phrog_9702,,0.06,0.77815125,PHROG
phrog_9412,,0.06,0.77815125,PHROG
phrog_26751,,0.06,0.77815125,PHROG
phrog_25432,,0.06,0.77815125,PHROG
phrog_26766,,0.06,0.77815125,PHROG
phrog_27794,,0.06,0.77815125,PHROG
phrog_27796,,0.06,0.77815125,PHROG
phrog_26477,clamp loader of DNA polymerase,0.06,0.77815125,PHROG
phrog_8409,,0.06,0.77815125,PHROG
phrog_9143,,0.06,0.77815125,PHROG
phrog_24116,,0.06,0.77815125,PHROG
phrog_25164,,0.06,0.77815125,PHROG
phrog_25167,,0.06,0.77815125,PHROG
phrog_8410,,0.06,0.77815125,PHROG
phrog_8415,,0.06,0.77815125,PHROG
phrog_8132,,0.06,0.77815125,PHROG
phrog_24713,,0.06,0.77815125,PHROG
phrog_9161,,0.06,0.77815125,PHROG
phrog_23105,,0.06,0.77815125,PHROG
phrog_23109,,0.06,0.77815125,PHROG
phrog_26797,,0.06,0.77815125,PHROG
phrog_25185,,0.06,0.77815125,PHROG
phrog_9753,,0.06,0.77815125,PHROG
phrog_8140,,0.06,0.77815125,PHROG
phrog_9463,,0.06,0.77815125,PHROG
phrog_24433,,0.06,0.77815125,PHROG
phrog_24434,,0.06,0.77815125,PHROG
phrog_9178,,0.06,0.77815125,PHROG
phrog_9179,,0.06,0.77815125,PHROG
phrog_24140,,0.06,0.77815125,PHROG
phrog_24143,,0.06,0.77815125,PHROG
phrog_25480,,0.06,0.77815125,PHROG
phrog_8731,,0.06,0.77815125,PHROG
phrog_8733,,0.06,0.77815125,PHROG
phrog_7129,,0.06,0.77815125,PHROG
phrog_23708,,0.06,0.77815125,PHROG
phrog_9184,,0.06,0.77815125,PHROG
phrog_24157,,0.06,0.77815125,PHROG
phrog_8744,,0.06,0.77815125,PHROG
phrog_7425,,0.06,0.77815125,PHROG
phrog_8450,,0.06,0.77815125,PHROG
phrog_7131,,0.06,0.77815125,PHROG
phrog_7133,,0.06,0.77815125,PHROG
phrog_9776,,0.06,0.77815125,PHROG
phrog_8459,,0.06,0.77815125,PHROG
phrog_22101,,0.06,0.77815125,PHROG
phrog_7722,,0.06,0.77815125,PHROG
phrog_7430,,0.06,0.77815125,PHROG
phrog_7433,,0.06,0.77815125,PHROG
phrog_8759,,0.06,0.77815125,PHROG
phrog_22406,,0.06,0.77815125,PHROG
phrog_9491,,0.06,0.77815125,PHROG
phrog_8175,,0.06,0.77815125,PHROG
phrog_9499,,0.06,0.77815125,PHROG
phrog_23140,,0.06,0.77815125,PHROG
phrog_7736,,0.06,0.77815125,PHROG
phrog_7737,,0.06,0.77815125,PHROG
phrog_8761,,0.06,0.77815125,PHROG
phrog_22706,,0.06,0.77815125,PHROG
phrog_9791,,0.06,0.77815125,PHROG
phrog_8471,,0.06,0.77815125,PHROG
phrog_7151,RpbA RNA polymerase binding protein,0.06,0.77815125,PHROG
phrog_8475,,0.06,0.77815125,PHROG
phrog_8477,,0.06,0.77815125,PHROG
phrog_19206,,0.06,0.77815125,PHROG
phrog_8481,,0.06,0.77815125,PHROG
phrog_23742,,0.06,0.77815125,PHROG
phrog_23745,,0.06,0.77815125,PHROG
phrog_7169,,0.06,0.77815125,PHROG
phrog_8197,,0.06,0.77815125,PHROG
phrog_24488,,0.06,0.77815125,PHROG
phrog_24196,,0.06,0.77815125,PHROG
phrog_19507,membrane protein,0.06,0.77815125,PHROG
phrog_6127,,0.06,0.77815125,PHROG
phrog_7463,,0.06,0.77815125,PHROG
phrog_21113,,0.06,0.77815125,PHROG
phrog_7178,,0.06,0.77815125,PHROG
phrog_24498,,0.06,0.77815125,PHROG
phrog_6718,,0.06,0.77815125,PHROG
phrog_6719,,0.06,0.77815125,PHROG
phrog_5109,,0.06,0.77815125,PHROG
phrog_21704,membrane protein,0.06,0.77815125,PHROG
phrog_19513,,0.06,0.77815125,PHROG
phrog_21707,,0.06,0.77815125,PHROG
phrog_21415,,0.06,0.77815125,PHROG
phrog_22156,,0.06,0.77815125,PHROG
phrog_23185,,0.06,0.77815125,PHROG
phrog_23187,,0.06,0.77815125,PHROG
phrog_5409,,0.06,0.77815125,PHROG
phrog_19814,,0.06,0.77815125,PHROG
phrog_7774,,0.06,0.77815125,PHROG
phrog_19529,,0.06,0.77815125,PHROG
phrog_7197,,0.06,0.77815125,PHROG
phrog_5700,,0.06,0.77815125,PHROG
phrog_23486,,0.06,0.77815125,PHROG
phrog_5704,,0.06,0.77815125,PHROG
phrog_19823,,0.06,0.77815125,PHROG
phrog_18506,,0.06,0.77815125,PHROG
phrog_6150,,0.06,0.77815125,PHROG
phrog_18215,,0.06,0.77815125,PHROG
phrog_23786,,0.06,0.77815125,PHROG
phrog_23493,,0.06,0.77815125,PHROG
phrog_22178,,0.06,0.77815125,PHROG
phrog_18801,,0.06,0.77815125,PHROG
phrog_20412,,0.06,0.77815125,PHROG
phrog_19546,,0.06,0.77815125,PHROG
phrog_21446,,0.06,0.77815125,PHROG
phrog_19256,,0.06,0.77815125,PHROG
phrog_19259,,0.06,0.77815125,PHROG
phrog_21154,,0.06,0.77815125,PHROG
phrog_22187,,0.06,0.77815125,PHROG
phrog_20714,,0.06,0.77815125,PHROG
phrog_21744,,0.05,0.698970004,PHROG
phrog_18232,,0.05,0.698970004,PHROG
phrog_20425,,0.05,0.698970004,PHROG
phrog_6173,,0.05,0.698970004,PHROG
phrog_19557,,0.05,0.698970004,PHROG
phrog_20429,,0.05,0.698970004,PHROG
phrog_22775,,0.05,0.698970004,PHROG
phrog_21456,,0.05,0.698970004,PHROG
phrog_19267,,0.05,0.698970004,PHROG
phrog_22487,,0.05,0.698970004,PHROG
phrog_22194,,0.05,0.698970004,PHROG
phrog_19857,,0.05,0.698970004,PHROG
phrog_17218,,0.05,0.698970004,PHROG
phrog_19561,,0.05,0.698970004,PHROG
phrog_20433,,0.05,0.698970004,PHROG
phrog_19562,,0.05,0.698970004,PHROG
phrog_19563,,0.05,0.698970004,PHROG
phrog_21756,,0.05,0.698970004,PHROG
phrog_22780,,0.05,0.698970004,PHROG
phrog_22781,,0.05,0.698970004,PHROG
phrog_22783,,0.05,0.698970004,PHROG
phrog_20143,,0.05,0.698970004,PHROG
phrog_20144,,0.05,0.698970004,PHROG
phrog_21468,,0.05,0.698970004,PHROG
phrog_21170,,0.05,0.698970004,PHROG
phrog_3105,,0.05,0.698970004,PHROG
phrog_18545,,0.05,0.698970004,PHROG
phrog_6489,,0.05,0.698970004,PHROG
phrog_20444,,0.05,0.698970004,PHROG
phrog_18252,,0.05,0.698970004,PHROG
phrog_20446,,0.05,0.698970004,PHROG
phrog_6193,,0.05,0.698970004,PHROG
phrog_22795,,0.05,0.698970004,PHROG
phrog_20156,,0.05,0.698970004,PHROG
phrog_22798,,0.05,0.698970004,PHROG
phrog_4430,,0.05,0.698970004,PHROG
phrog_3110,,0.05,0.698970004,PHROG
phrog_18846,,0.05,0.698970004,PHROG
phrog_18551,,0.05,0.698970004,PHROG
phrog_6491,,0.05,0.698970004,PHROG
phrog_17233,,0.05,0.698970004,PHROG
phrog_21773,,0.05,0.698970004,PHROG
phrog_21777,,0.05,0.698970004,PHROG
phrog_19588,,0.05,0.698970004,PHROG
phrog_20168,,0.05,0.698970004,PHROG
phrog_21192,,0.05,0.698970004,PHROG
phrog_21194,,0.05,0.698970004,PHROG
phrog_3121,,0.05,0.698970004,PHROG
phrog_17825,,0.05,0.698970004,PHROG
phrog_17828,,0.05,0.698970004,PHROG
phrog_6793,,0.05,0.698970004,PHROG
phrog_17243,,0.05,0.698970004,PHROG
phrog_18564,,0.05,0.698970004,PHROG
phrog_19888,,0.05,0.698970004,PHROG
phrog_5186,,0.05,0.698970004,PHROG
phrog_5188,,0.05,0.698970004,PHROG
phrog_21783,,0.05,0.698970004,PHROG
phrog_19596,,0.05,0.698970004,PHROG
phrog_19598,,0.05,0.698970004,PHROG
phrog_21493,,0.05,0.698970004,PHROG
phrog_4743,,0.05,0.698970004,PHROG
phrog_3134,,0.05,0.698970004,PHROG
phrog_16200,,0.05,0.698970004,PHROG
phrog_17544,,0.05,0.698970004,PHROG
phrog_17259,,0.05,0.698970004,PHROG
phrog_21798,,0.05,0.698970004,PHROG
phrog_20189,,0.05,0.698970004,PHROG
phrog_16500,,0.05,0.698970004,PHROG
phrog_4469,,0.05,0.698970004,PHROG
phrog_17551,,0.05,0.698970004,PHROG
phrog_5492,,0.05,0.698970004,PHROG
phrog_2704,,0.05,0.698970004,PHROG
phrog_20199,,0.05,0.698970004,PHROG
phrog_16808,,0.05,0.698970004,PHROG
phrog_16511,,0.05,0.698970004,PHROG
phrog_4769,,0.05,0.698970004,PHROG
phrog_17859,,0.05,0.698970004,PHROG
phrog_17566,,0.05,0.698970004,PHROG
phrog_20782,,0.05,0.698970004,PHROG
phrog_18595,membrane protein,0.05,0.698970004,PHROG
phrog_17279,membrane protein,0.05,0.698970004,PHROG
phrog_20492,,0.05,0.698970004,PHROG
phrog_20498,,0.05,0.698970004,PHROG
phrog_3743,,0.05,0.698970004,PHROG
phrog_16812,,0.05,0.698970004,PHROG
phrog_16814,,0.05,0.698970004,PHROG
phrog_15200,,0.05,0.698970004,PHROG
phrog_16523,,0.05,0.698970004,PHROG
phrog_16525,,0.05,0.698970004,PHROG
phrog_17863,,0.05,0.698970004,PHROG
phrog_17866,,0.05,0.698970004,PHROG
phrog_16239,HTH DNA binding protein,0.05,0.698970004,PHROG
phrog_15501,,0.05,0.698970004,PHROG
phrog_3174,,0.05,0.698970004,PHROG
phrog_16247,,0.05,0.698970004,PHROG
phrog_15805,,0.05,0.698970004,PHROG
phrog_15513,,0.05,0.698970004,PHROG
phrog_17591,,0.05,0.698970004,PHROG
phrog_16257,,0.05,0.698970004,PHROG
phrog_15810,,0.05,0.698970004,PHROG
phrog_16846,,0.05,0.698970004,PHROG
phrog_14209,,0.05,0.698970004,PHROG
phrog_17891,,0.05,0.698970004,PHROG
phrog_14500,,0.05,0.698970004,PHROG
phrog_3780,DNA condensation,0.05,0.698970004,PHROG
phrog_16859,,0.05,0.698970004,PHROG
phrog_16560,,0.05,0.698970004,PHROG
phrog_16270,,0.05,0.698970004,PHROG
phrog_16271,,0.05,0.698970004,PHROG
phrog_16276,,0.05,0.698970004,PHROG
phrog_16279,,0.05,0.698970004,PHROG
phrog_15832,,0.05,0.698970004,PHROG
phrog_16864,,0.05,0.698970004,PHROG
phrog_15545,,0.05,0.698970004,PHROG
phrog_14227,,0.05,0.698970004,PHROG
phrog_14228,,0.05,0.698970004,PHROG
phrog_16572,,0.05,0.698970004,PHROG
phrog_15255,,0.05,0.698970004,PHROG
phrog_15256,,0.05,0.698970004,PHROG
phrog_16577,,0.05,0.698970004,PHROG
phrog_15257,,0.05,0.698970004,PHROG
phrog_16289,,0.05,0.698970004,PHROG
phrog_15840,,0.05,0.698970004,PHROG
phrog_14522,,0.05,0.698970004,PHROG
phrog_15846,,0.05,0.698970004,PHROG
phrog_15847,,0.05,0.698970004,PHROG
phrog_15849,,0.05,0.698970004,PHROG
phrog_14230,,0.05,0.698970004,PHROG
phrog_14231,,0.05,0.698970004,PHROG
phrog_14233,,0.05,0.698970004,PHROG
phrog_16588,,0.05,0.698970004,PHROG
phrog_15268,,0.05,0.698970004,PHROG
phrog_1730,,0.05,0.698970004,PHROG
phrog_13507,,0.05,0.698970004,PHROG
phrog_14829,,0.05,0.698970004,PHROG
phrog_15854,,0.05,0.698970004,PHROG
phrog_16881,,0.05,0.698970004,PHROG
phrog_13510,,0.05,0.698970004,PHROG
phrog_14831,,0.05,0.698970004,PHROG
phrog_13511,,0.05,0.698970004,PHROG
phrog_14544,,0.05,0.698970004,PHROG
phrog_14252,,0.05,0.698970004,PHROG
phrog_14253,,0.05,0.698970004,PHROG
phrog_15574,,0.05,0.698970004,PHROG
phrog_14257,,0.05,0.698970004,PHROG
phrog_14258,,0.05,0.698970004,PHROG
phrog_14841,,0.05,0.698970004,PHROG
phrog_14846,,0.05,0.698970004,PHROG
phrog_14554,,0.05,0.698970004,PHROG
phrog_15586,,0.05,0.698970004,PHROG
phrog_14265,,0.05,0.698970004,PHROG
phrog_15295,,0.05,0.698970004,PHROG
phrog_15299,,0.05,0.698970004,PHROG
phrog_13822,,0.05,0.698970004,PHROG
phrog_12212,,0.05,0.698970004,PHROG
phrog_14856,,0.05,0.698970004,PHROG
phrog_15880,,0.05,0.698970004,PHROG
phrog_15885,,0.05,0.698970004,PHROG
phrog_15593,,0.05,0.698970004,PHROG
phrog_1771,,0.05,0.698970004,PHROG
phrog_12512,,0.05,0.698970004,PHROG
phrog_13836,,0.05,0.698970004,PHROG
phrog_13839,DNA polymerase,0.05,0.698970004,PHROG
phrog_12221,,0.05,0.698970004,PHROG
phrog_12226,,0.05,0.698970004,PHROG
phrog_15892,,0.05,0.698970004,PHROG
phrog_12814,,0.05,0.698970004,PHROG
phrog_1782,site-specific recombination directionality factor RDF,0.05,0.698970004,PHROG
phrog_11201,,0.05,0.698970004,PHROG
phrog_12230,,0.05,0.698970004,PHROG
phrog_13552,,0.05,0.698970004,PHROG
phrog_13262,,0.05,0.698970004,PHROG
phrog_14588,,0.05,0.698970004,PHROG
phrog_11505,,0.05,0.698970004,PHROG
phrog_13852,,0.05,0.698970004,PHROG
phrog_14886,,0.05,0.698970004,PHROG
phrog_13569,,0.05,0.698970004,PHROG
phrog_12542,,0.05,0.698970004,PHROG
phrog_13863,,0.05,0.698970004,PHROG
phrog_12545,,0.05,0.698970004,PHROG
phrog_11224,,0.05,0.698970004,PHROG
phrog_12548,,0.05,0.698970004,PHROG
phrog_14890,,0.05,0.698970004,PHROG
phrog_11815,,0.05,0.698970004,PHROG
phrog_11816,,0.05,0.698970004,PHROG
phrog_12843,,0.05,0.698970004,PHROG
phrog_12847,,0.05,0.698970004,PHROG
phrog_11236,,0.05,0.698970004,PHROG
phrog_38402,,0.05,0.698970004,PHROG
phrog_13292,,0.05,0.698970004,PHROG
phrog_12852,,0.05,0.698970004,PHROG
phrog_38709,,0.05,0.698970004,PHROG
phrog_13885,,0.05,0.698970004,PHROG
phrog_11246,,0.05,0.698970004,PHROG
phrog_12277,,0.05,0.698970004,PHROG
phrog_12865,,0.05,0.698970004,PHROG
phrog_12866,,0.05,0.698970004,PHROG
phrog_11546,,0.05,0.698970004,PHROG
phrog_38712,,0.05,0.698970004,PHROG
phrog_12282,,0.05,0.698970004,PHROG
phrog_12288,,0.05,0.698970004,PHROG
phrog_10501,,0.05,0.698970004,PHROG
phrog_11848,GtrC-like O-antigen conversion translocase,0.05,0.698970004,PHROG
phrog_10214,,0.05,0.698970004,PHROG
phrog_10218,,0.05,0.698970004,PHROG
phrog_11559,,0.05,0.698970004,PHROG
phrog_12583,,0.05,0.698970004,PHROG
phrog_11267,,0.05,0.698970004,PHROG
phrog_38433,,0.05,0.698970004,PHROG
phrog_38434,,0.05,0.698970004,PHROG
phrog_12290,,0.05,0.698970004,PHROG
phrog_38146,,0.05,0.698970004,PHROG
phrog_10809,,0.05,0.698970004,PHROG
phrog_10515,,0.05,0.698970004,PHROG
phrog_10516,,0.05,0.698970004,PHROG
phrog_10221,,0.05,0.698970004,PHROG
phrog_11859,,0.05,0.698970004,PHROG
phrog_11278,,0.05,0.698970004,PHROG
phrog_38448,,0.05,0.698970004,PHROG
phrog_37129,,0.05,0.698970004,PHROG
phrog_11867,,0.05,0.698970004,PHROG
phrog_37712,,0.05,0.698970004,PHROG
phrog_10234,,0.05,0.698970004,PHROG
phrog_11570,,0.05,0.698970004,PHROG
phrog_37131,,0.05,0.698970004,PHROG
phrog_37137,,0.05,0.698970004,PHROG
phrog_36402,,0.05,0.698970004,PHROG
phrog_10249,,0.05,0.698970004,PHROG
phrog_37431,,0.05,0.698970004,PHROG
phrog_37436,,0.05,0.698970004,PHROG
phrog_37147,,0.05,0.698970004,PHROG
phrog_38176,,0.05,0.698970004,PHROG
phrog_10543,,0.05,0.698970004,PHROG
phrog_10547,,0.05,0.698970004,PHROG
phrog_10253,,0.05,0.698970004,PHROG
phrog_10254,,0.05,0.698970004,PHROG
phrog_36416,,0.05,0.698970004,PHROG
phrog_37158,,0.05,0.698970004,PHROG
phrog_36711,,0.05,0.698970004,PHROG
phrog_36718,,0.05,0.698970004,PHROG
phrog_37743,,0.05,0.698970004,PHROG
phrog_35106,,0.05,0.698970004,PHROG
phrog_37455,,0.05,0.698970004,PHROG
phrog_36135,,0.05,0.698970004,PHROG
phrog_37458,,0.05,0.698970004,PHROG
phrog_38487,,0.05,0.698970004,PHROG
phrog_10568,,0.05,0.698970004,PHROG
phrog_35112,,0.05,0.698970004,PHROG
phrog_35117,HTH DNA binding protein,0.05,0.698970004,PHROG
phrog_38782,,0.05,0.698970004,PHROG
phrog_38491,,0.05,0.698970004,PHROG
phrog_36739,,0.05,0.698970004,PHROG
phrog_35120,,0.05,0.698970004,PHROG
phrog_35122,,0.05,0.698970004,PHROG
phrog_37765,,0.05,0.698970004,PHROG
phrog_37472,,0.05,0.698970004,PHROG
phrog_36154,,0.05,0.698970004,PHROG
phrog_37185,,0.05,0.698970004,PHROG
phrog_36749,,0.05,0.698970004,PHROG
phrog_35429,,0.05,0.698970004,PHROG
phrog_10296,,0.05,0.698970004,PHROG
phrog_36161,,0.05,0.698970004,PHROG
phrog_37193,,0.05,0.698970004,PHROG
phrog_10888,,0.05,0.698970004,PHROG
phrog_35430,,0.05,0.698970004,PHROG
phrog_10595,,0.05,0.698970004,PHROG
phrog_10597,,0.05,0.698970004,PHROG
phrog_34115,,0.05,0.698970004,PHROG
phrog_34118,,0.05,0.698970004,PHROG
phrog_34704,,0.05,0.698970004,PHROG
phrog_10894,,0.05,0.698970004,PHROG
phrog_34412,,0.05,0.698970004,PHROG
phrog_35735,,0.05,0.698970004,PHROG
phrog_35443,,0.05,0.698970004,PHROG
phrog_36768,,0.05,0.698970004,PHROG
phrog_35152,,0.05,0.698970004,PHROG
phrog_36477,,0.05,0.698970004,PHROG
phrog_36185,,0.05,0.698970004,PHROG
phrog_36189,,0.05,0.698970004,PHROG
phrog_36192,,0.05,0.698970004,PHROG
phrog_36196,,0.05,0.698970004,PHROG
phrog_35758,,0.05,0.698970004,PHROG
phrog_35170,,0.05,0.698970004,PHROG
phrog_34162,,0.05,0.698970004,PHROG
phrog_34469,,0.05,0.698970004,PHROG
phrog_34179,,0.05,0.698970004,PHROG
phrog_34765,,0.05,0.698970004,PHROG
phrog_34768,,0.05,0.698970004,PHROG
phrog_34472,,0.05,0.698970004,PHROG
phrog_34184,,0.05,0.698970004,PHROG
phrog_32406,,0.05,0.698970004,PHROG
phrog_33430,,0.05,0.698970004,PHROG
phrog_33431,,0.05,0.698970004,PHROG
phrog_34193,,0.05,0.698970004,PHROG
phrog_34785,,0.05,0.698970004,PHROG
phrog_32715,,0.05,0.698970004,PHROG
phrog_29203,,0.05,0.698970004,PHROG
phrog_33749,,0.05,0.698970004,PHROG
phrog_31108,,0.05,0.698970004,PHROG
phrog_32137,,0.05,0.698970004,PHROG
phrog_33458,,0.05,0.698970004,PHROG
phrog_32138,DNA binding protein,0.05,0.698970004,PHROG
phrog_32722,,0.05,0.698970004,PHROG
phrog_31111,,0.05,0.698970004,PHROG
phrog_31116,,0.05,0.698970004,PHROG
phrog_31413,,0.05,0.698970004,PHROG
phrog_29225,,0.05,0.698970004,PHROG
phrog_32440,,0.05,0.698970004,PHROG
phrog_29813,,0.05,0.698970004,PHROG
phrog_31710,,0.05,0.698970004,PHROG
phrog_28201,,0.05,0.698970004,PHROG
phrog_30106,,0.05,0.698970004,PHROG
phrog_30108,,0.05,0.698970004,PHROG
phrog_33776,,0.05,0.698970004,PHROG
phrog_29821,,0.05,0.698970004,PHROG
phrog_31722,,0.05,0.698970004,PHROG
phrog_29537,,0.05,0.698970004,PHROG
phrog_29247,,0.05,0.698970004,PHROG
phrog_32464,,0.05,0.698970004,PHROG
phrog_29830,,0.05,0.698970004,PHROG
phrog_31731,,0.05,0.698970004,PHROG
phrog_29544,,0.05,0.698970004,PHROG
phrog_28224,,0.05,0.698970004,PHROG
phrog_32764,,0.05,0.698970004,PHROG
phrog_32479,,0.05,0.698970004,PHROG
phrog_28527,,0.05,0.698970004,PHROG
phrog_30425,,0.05,0.698970004,PHROG
phrog_32196,,0.05,0.698970004,PHROG
phrog_28820,,0.05,0.698970004,PHROG
phrog_27503,,0.05,0.698970004,PHROG
phrog_27504,,0.05,0.698970004,PHROG
phrog_28828,,0.05,0.698970004,PHROG
phrog_30720,,0.05,0.698970004,PHROG
phrog_28535,,0.05,0.698970004,PHROG
phrog_30438,,0.05,0.698970004,PHROG
phrog_29274,,0.05,0.698970004,PHROG
phrog_31468,,0.05,0.698970004,PHROG
phrog_27807,,0.05,0.698970004,PHROG
phrog_31766,,0.05,0.698970004,PHROG
phrog_32791,,0.05,0.698970004,PHROG
phrog_30150,,0.05,0.698970004,PHROG
phrog_31183,,0.05,0.698970004,PHROG
phrog_27810,,0.05,0.698970004,PHROG
phrog_29874,,0.05,0.698970004,PHROG
phrog_29877,,0.05,0.698970004,PHROG
phrog_29299,,0.05,0.698970004,PHROG
phrog_26507,,0.05,0.698970004,PHROG
phrog_26215,,0.05,0.698970004,PHROG
phrog_26217,,0.05,0.698970004,PHROG
phrog_28273,,0.05,0.698970004,PHROG
phrog_31787,,0.05,0.698970004,PHROG
phrog_29598,,0.05,0.698970004,PHROG
phrog_26809,,0.05,0.698970004,PHROG
phrog_26220,,0.05,0.698970004,PHROG
phrog_27251,,0.05,0.698970004,PHROG
phrog_28280,,0.05,0.698970004,PHROG
phrog_30186,,0.05,0.698970004,PHROG
phrog_27841,,0.05,0.698970004,PHROG
phrog_25204,,0.05,0.698970004,PHROG
phrog_26528,,0.05,0.698970004,PHROG
phrog_30778,,0.05,0.698970004,PHROG
phrog_30482,,0.05,0.698970004,PHROG
phrog_26820,,0.05,0.698970004,PHROG
phrog_26828,,0.05,0.698970004,PHROG
phrog_27850,,0.05,0.698970004,PHROG
phrog_30784,,0.05,0.698970004,PHROG
phrog_30493,,0.05,0.698970004,PHROG
phrog_25225,,0.05,0.698970004,PHROG
phrog_27572,,0.05,0.698970004,PHROG
phrog_30794,,0.05,0.698970004,PHROG
phrog_27288,,0.05,0.698970004,PHROG
phrog_9504,,0.05,0.698970004,PHROG
