id	V-score	VL-score	db	name
PF27781.1			Pfam	CRISPR-associated protein Csf1
PF27782.1			Pfam	CRISPR type IV associated protein Csf3
PF27787.1			Pfam	CRISPR-associated protein Csp2
PF27788.1			Pfam	CRISPR-associated protein Cas5p
PF27795.1			Pfam	CRISPR-associated protein, CsaX
PF27799.1			Pfam	CRISPR-associated protein Csx19
PF27875.1			Pfam	Sporulation killing factor SkfA
PF27876.1			Pfam	Sporulation killing factor system integral membrane protein SkfF
PF27877.1			Pfam	Type II secretion system protein GspM, XcpZ-type
PF27890.1			Pfam	CRISPR type III-associated protein, CHP04423 family
PF27970.1			Pfam	LEA protein 1/2/D7/Stress-induced protein KIN2
PF28019.1			Pfam	Pilus motility taxis protein HmpF
PF28036.1			Pfam	Flagellum-secreted protein A
PF28037.1			Pfam	Type II secretion system protein GspM-like, Synergistales
PF28042.1			Pfam	Type II secretion system protein GspN-like, Synergistales
PF28048.1			Pfam	CiaI campylobacter virulence factor
PF28060.1			Pfam	General secretion pathway protein N-like
PF28061.1			Pfam	Type I toxin DinQ-like
PF28064.1			Pfam	Stage II sporulation protein SB-like
PF28098.2			Pfam	Plant virulence effector HPE1-like, N-terminal domain
PF28100.1			Pfam	Anti-CRISPR type I subtype E3-like
PF28108.1			Pfam	Type VII secretion system-associated protein-like
PF28146.2			Pfam	Type IVa secretion system protein TapY2-like
PF28149.1			Pfam	Anti-CRISPR type II subtype A6-like
PF28157.1			Pfam	Type I-Fv CRISPR-associated protein Cas7fv-like
PF28166.1			Pfam	Avirulence protein
PF28169.1			Pfam	Type III secretion system effector XopP-like
PF28192.1			Pfam	CRISPR-associated endoribonuclease Cas13a
PF28195.1			Pfam	Plant pathogen avirulence protein
PF28241.1			Pfam	Type IV pilus, essential for biofilm suppression A-like
PF28248.1			Pfam	Type IV CRISPR-associated endonuclease Csf5
PF28266.1			Pfam	Cj0814 flagellar-dependent secreted protein
PF28280.1			Pfam	Secretion system apparatus protein SsaO
PF28283.1			Pfam	Secretion system apparatus protein SsaP
PF28311.1			Pfam	Type III secretion systems effector SseF/SseG family
PF28349.2			Pfam	Heat shock factor 2-binding protein ARM-like domain
PF28597.1			Pfam	Type II secretion system protein F, N-terminal domain
PF28601.1			Pfam	Heat shock protein 15, C-terminal region
PF28805.1			Pfam	PT7 toxin protein
PF28807.1			Pfam	Toxin protein PT1
PF28808.1			Pfam	PT3 toxin domain
PF28816.1			Pfam	PT8 toxin domain
PF28832.1			Pfam	U10-hexatoxin-Hi1a
PF28833.1			Pfam	Scoloptoxin-like N-terminal domain
PF28873.1			Pfam	CaTX-A toxin domain
PF28880.1			Pfam	Type II secretion system (T2SS), protein M transmembrane region
PF28885.1			Pfam	Heat shock protein 30 N-terminal domain
PF28902.1			Pfam	Toxin SpoIISA, transmembrane domain
PF28926.1			Pfam	Secreted virulence factor MC69
PF29162.1			Pfam	Sporulation protein RMD6
PF29188.1			Pfam	Vacuolating cytotoxin autotransporter VacA, C-terminal domain
PF29197.1			Pfam	Flagellar biosynthesis protein FlhF, second domain
PF29213.1			Pfam	Flagellar collar protein C, N-terminal domain
PF29214.1			Pfam	Flagellar collar protein C, C-terminal domain
PF29297.1			Pfam	Type I toxin-antitoxin system toxin ShoB
PF29431.1			Pfam	HigA antitoxin, N-terminal domain
PF29616.1			Pfam	Type VI secretion system Tli immunity protein
PF29637.1			Pfam	Conotoxin Cl14.12
PF29941.1			Pfam	General secretion pathway protein B
PF29960.1			Pfam	Mu-thomitoxin
PF30147.1			Pfam	Sporulation-specific protein 1
PF30148.1			Pfam	Sporulation-specific protein 74
PF30224.1			Pfam	MazE1 antitoxin family
PF30348.1			Pfam	YjjJ-like toxin, middle domain
PF30363.1			Pfam	Intraflagellar transport protein 70 C-terminal domain
PF30455.1			Pfam	CRISPR-associated endonuclease/helicase Cas3, fourth domain
PF30470.1			Pfam	Oxidative stress 3
PF30475.1			Pfam	Intraflagellar transport protein 56
PF30792.1			Pfam	Type II secretion system protein E, N-terminal domain
PF30813.1			Pfam	Rhs1 C-terminal toxin domain
PF30840.1			Pfam	CRISPR-associated protein TM1802 (cas_TM1802) central domain
PF30841.1			Pfam	CRISPR-associated protein TM1802 (cas_TM1802) C-terminal domain
PF30848.1			Pfam	Ubiquitination network protein AcrB N-terminal domain
PF30938.1			Pfam	AAL-toxin resistant protein 7
PF30951.1			Pfam	Intraflagellar transport protein 74
PF31089.1			Pfam	Dermonecrotic toxin SPH
PF31212.1			Pfam	AvrRxo1 antitoxin
PF31217.1			Pfam	CdiA C-terminal tRNase toxin domain
phrog_10089	10.0	3.968996327	PHROG	DarB-like antirestriction
phrog_10132	0.84	1.924279286	PHROG	anti-restriction protein
phrog_1041	10.0	3.224014811	PHROG	CTXphi Zot-like toxin
phrog_10856	0.51	1.707570176	PHROG	sporulation protein
phrog_11726	1.09	2.037426498	PHROG	sporulation stage III protein D
phrog_1213	5.7	2.755874856	PHROG	RelE-like toxin
phrog_1381	9.03	2.95568775	PHROG	plasmid antitoxin with HTH domain
phrog_1412	3.09	2.489958479	PHROG	antitoxin mazE-like
phrog_14321	0.42	1.62324929	PHROG	anti-restriction protein
phrog_14587	0.19	1.278753601	PHROG	anti-restriction protein
phrog_16152	0.13	1.113943352	PHROG	Hsp70 heat shock protein
phrog_1620	2.16	2.334453751	PHROG	Hdf-like antirestriction
phrog_1629	1.48	2.170261715	PHROG	Ulx-like anti-restriction
phrog_16579	0.1	1.0	PHROG	toxin
phrog_16914	2.29	2.359835482	PHROG	sporulation protein
phrog_1706	10.0	3.16879202	PHROG	CRISPR/Cas system associated
phrog_17063	0.06	0.77815125	PHROG	toxin
phrog_1753	0.51	1.707570176	PHROG	enterotoxin type A / speL
phrog_1841	2.16	2.334453751	PHROG	Abi alpha-like abortive infection mechanism
phrog_18430	0.06	0.77815125	PHROG	toxin
phrog_1855	0.47	1.672097858	PHROG	DdrA-like anti-restriction protein
phrog_1862	0.41	1.612783857	PHROG	enterotoxin CtxA
phrog_18811	0.26	1.414973348	PHROG	toxin
phrog_19414	0.01	0.0	PHROG	antitoxin from a toxin-antitoxin system
phrog_197	10.0	3.53869938	PHROG	Zot-like toxin
phrog_2040	0.07	0.84509804	PHROG	enterotoxin CtxB
phrog_20481	0.14	1.146128036	PHROG	toxin
phrog_2059	7.69	2.88592634	PHROG	anti-restriction protein
phrog_2158	10.0	3.005180513	PHROG	abortive infection resistance protein
phrog_2268	0.99	1.995635195	PHROG	antitoxin from a toxin-antitoxin system
phrog_23903	0.12	1.079181246	PHROG	toxin
phrog_2568	1.22	2.086359831	PHROG	ocr-like anti-restriction
phrog_258	0.88	1.944482672	PHROG	virulence associated
phrog_26077	0.1	1.0	PHROG	Shiga toxin subunit A
phrog_27176	0.03	0.477121255	PHROG	toxin
phrog_3066	4.17	2.620136055	PHROG	toxin of TA system
phrog_3402	0.32	1.505149978	PHROG	antitoxin from a toxin-antitoxin system
phrog_3445	4.19	2.622214023	PHROG	toxin
phrog_353	10.0	3.215108581	PHROG	toxin
phrog_35646	4.54	2.657055853	PHROG	sporulation protein
phrog_35675	0.02	0.301029996	PHROG	antitoxin with HTH domain
phrog_36653	0.76	1.880813592	PHROG	anti-restriction protein
phrog_36746	2.92	2.465382851	PHROG	antitoxin from a toxin-antitoxin system
phrog_36779	0.09	0.954242509	PHROG	toxin
phrog_37443	0.04	0.602059991	PHROG	toxin
phrog_375	0.83	1.919078092	PHROG	Phd-like antitoxin
phrog_3895	0.24	1.380211242	PHROG	ADP-ribosyltransferase exoenzyme toxin
phrog_4052	0.09	0.954242509	PHROG	PAGK virulence factor
phrog_432	10.0	3.388101202	PHROG	Hsp20 heat shock protein
phrog_4399	4.86	2.686636269	PHROG	ribonuclease toxin of AT system
phrog_4452	0.16	1.204119983	PHROG	anti-restriction nuclease
phrog_4681	10.0	3.006037955	PHROG	antitoxin from a toxin-antitoxin system
phrog_4692	2.72	2.434568904	PHROG	antitoxin from a toxin-antitoxin system
phrog_497	10.0	3.363799945	PHROG	toxin-antitoxin system HicB-like
phrog_5232	0.21	1.322219295	PHROG	toxin
phrog_577	4.72	2.673941999	PHROG	Doc-like toxin
phrog_5985	0.19	1.278753601	PHROG	cytolethal distending toxin B subunit
phrog_6271	0.13	1.113943352	PHROG	toxin
phrog_62727			PHROG	plasmid antitoxin with HTH domain
phrog_6287	3.37	2.527629901	PHROG	BstA abortive infection system, replication inhibitor
phrog_6494	0.15	1.176091259	PHROG	antitoxin from a toxin-antitoxin system
phrog_6561	0.04	0.602059991	PHROG	cytolethal distending toxin C subunit
phrog_6929	0.44	1.643452676	PHROG	universal stress protein
phrog_70786			PHROG	CRISPR/Cas system associated
phrog_7245	10.0	3.363423933	PHROG	anti-restriction protein
phrog_7251	2.83	2.451786436	PHROG	RelE-like toxin
phrog_729	10.0	3.129689892	PHROG	cold shock protein
phrog_8245	0.92	1.963787827	PHROG	HicB-like antitoxin
phrog_8458	0.43	1.633468456	PHROG	flagellar protein
phrog_851	0.08	0.903089987	PHROG	Shiga toxin subunit B
phrog_866	0.1	1.0	PHROG	Shiga toxin subunit A
phrog_8786	0.08	0.903089987	PHROG	type I-E anti-CRISPR protein
phrog_8887	2.55	2.40654018	PHROG	toxin
phrog_8945	0.18	1.255272505	PHROG	stringent starvation protein Sspb-like
phrog_9137	0.08	0.903089987	PHROG	cytolethal distending toxin A subunit
phrog_9151	4.44	2.64738297	PHROG	HicB-like antitoxin
phrog_9769	0.02	0.301029996	PHROG	type I-F anti-CRISPR protein
HMMsoil100657			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil103890			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil108431			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil10942			FOAM	spoIIE; stage II sporulation protein E [EC:3.1.3.16]
HMMsoil110627			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil110854			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil111701			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil116777			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil122706			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]; pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil123103			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]; GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil1236			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]; GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil124510			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil125257			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil128267			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil130210			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil131864			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil134514			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil134683			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil136179			FOAM	ptxA, artA, pltA; pertussis toxin subunit 1 [EC:2.4.2.-]
HMMsoil136616			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil14102			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil14521			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil15922			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil1788			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil18301			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil19182			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil19435			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil19645			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil21108			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil21202			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]; pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil24654			FOAM	GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]
HMMsoil25992			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil26463			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil26646			FOAM	toxA; exotoxin A [EC:2.4.2.-]
HMMsoil29392			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil30196			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil30377			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil30513			FOAM	impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil31083			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil33788			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil36390			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil36915			FOAM	MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil41101			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil418			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil42415			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil43737			FOAM	cyaA; anthrax edema toxin adenylate cyclase [EC:4.6.1.1]
HMMsoil44856			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil45076			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil46771			FOAM	impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil48758			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil4916			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil50107			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil50542			FOAM	GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]
HMMsoil52245			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil5270			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil53103			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil54391			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil55161			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil5554			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil58358			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil59664			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil6054			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil62024			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil62030			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil62456			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil62634			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil62857			FOAM	MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil64022			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil64026			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil64647			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil65128			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil66745			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]; GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil66999			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil67541			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil68033			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil68763			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil71030			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil72260			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]; pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil74525			FOAM	cyaA; anthrax edema toxin adenylate cyclase [EC:4.6.1.1]
HMMsoil74717			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil76915			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil77125			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil79743			FOAM	NLK; nemo like kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil80227			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil81566			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil84767			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil8731			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]; GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil88101			FOAM	E4.6.1.2; guanylate cyclase, other [EC:4.6.1.2]; GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]; GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]; GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]; GUCY2D_E; guanylate cyclase 2D/E [EC:4.6.1.2]; ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]; ANPRB, NPR2; atrial natriuretic peptide receptor B [EC:4.6.1.2]
HMMsoil8932			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
