Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_ambig_region
vRhyme_unbinned_88__MGr3G3H3I_000000288833_69	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										3594.0	3339.0	17673.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_70	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										5892.0	1041.0	19971.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_71	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										6501.0	432.0	20580.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_72	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																								10.0		6933.0	11109.0	21012.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_73	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										774.0	10335.0	21786.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_74	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1359.0	9750.0	22371.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_75	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_15526							78.55574							0.8035714285714286				1986.0	9123.0	22998.0		true		medium							""	phrog_15526	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_76	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2625.0	8484.0	23637.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_77	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										7671.0	3438.0	28683.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_78	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										8259.0	2850.0	29271.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_79	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										9342.0	1767.0	30354.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_80	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										9789.0	1320.0	30801.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_81	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_19005							86.802963							0.7884615384615384				10350.0	759.0	31362.0		true		high							""	phrog_19005	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_82	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	galactosyl transferase							phrog_1721							92.922783							0.9741379310344828	10.0	10.0	1.86	11109.0	3621.0	32121.0		true		high							galactosyl transferase	phrog_1721	galactosyl transferase	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_83	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	gumL; pyruvyltransferase	K13665							181.038651							0.5683646112600537							2.92	4.96		864.0	2757.0	32985.0		true		high	gumL; pyruvyltransferase							K13665	gumL; pyruvyltransferase	KEGG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_84	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1635.0	1986.0	33756.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_85	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1881.0	1740.0	34002.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_86	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2259.0	1362.0	34380.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_87	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2724.0	897.0	34845.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_88	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																							0.41	1.81		2922.0	699.0	35043.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_89	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	glycosyltransferase							phrog_14775							109.247467							0.896551724137931	10.0	10.0	10.0	3621.0	1173.0	35742.0		true		high							glycosyltransferase	phrog_14775	glycosyltransferase	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_90	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	dTDP-4-dehydrorhamnose 3,5-epimerase	K01790		PF00908.24				phrog_8784	204.361313		170.489578				133.154785	0.6377358490566037		0.9523809523809523				0.8	6.61	5.68	4.45	627.0	546.0	36369.0		true		medium	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]		dTDP-4-dehydrorhamnose 3,5-epimerase				dTDP-4-dehydrorhamnose 3,5-epimerase	K01790	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	KEGG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_91	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	K01784	HMMsoil1113	PF01370.28				phrog_540	161.14151	145.394028	130.893784				157.516586	0.646551724137931	1.0	1.0				0.4195804195804196	10.0	10.0	10.0	1173.0	2853.0	36915.0		true		medium	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	NAD dependent epimerase/dehydratase family				nucleotide-sugar epimerase	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	KEGG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_92	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_34187							72.974983							0.4049382716049383	5.01	4.75	5.79	930.0	1923.0	37845.0		true		medium							""	phrog_34187	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_93	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_34187							120.502029							0.4666666666666667	5.28	3.77	5.79	1530.0	1323.0	38445.0		true		medium							""	phrog_34187	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_94	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	glycosyltransferase	K16115						phrog_14945	73.499878						139.035904	0.4742063492063492						0.9770642201834863				2154.0	699.0	39069.0		true		high	blmF; glycosyl transferase / beta-hydroxylase protein BlmF						glycosyltransferase	phrog_14945	glycosyltransferase	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_95	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																							10.0	10.0		2853.0	14337.0	39768.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_96	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										903.0	13434.0	40671.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_97	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1161.0	13176.0	40929.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_98	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1482.0	12855.0	41250.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_99	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2004.0	12333.0	41772.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_100	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2583.0	11754.0	42351.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_101	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																								3.75	1.16	2808.0	11529.0	42576.0		true		low											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_102	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										8829.0	5508.0	48597.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_103	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										9741.0	4596.0	49509.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_104	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	HNH endonuclease							phrog_3106							83.448433							0.4642857142857143				10791.0	3546.0	50559.0		true		medium							HNH endonuclease	phrog_3106	HNH endonuclease	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_105	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										11283.0	3054.0	51051.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_106	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										12144.0	2193.0	51912.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_107	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_2428							69.636208							0.5877862595419847				13029.0	1308.0	52797.0		true		medium							""	phrog_2428	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_108	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										13317.0	1020.0	53085.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_109	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										14052.0	285.0	53820.0		true		medium											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_110	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																							10.0	10.0		14337.0	1821.0	54105.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_111	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										711.0	1110.0	54816.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_112	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										954.0	867.0	55059.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_113	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1191.0	630.0	55296.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_114	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1431.0	390.0	55536.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_115	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1662.0	159.0	55767.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_116	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	endonuclease VII							phrog_2914							63.90926							0.5578947368421052		10.0	10.0	1821.0	6957.0	55926.0		true		high							endonuclease VII	phrog_2914	endonuclease VII	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_117	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										531.0	6426.0	56457.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_118	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1791.0	5166.0	57717.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_119	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1911.0	5046.0	57837.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_120	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2199.0	4758.0	58125.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_121	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	K01834	HMMsoil20885	PF00300.28				phrog_12933	76.469955	96.638298	87.963676				64.613396	0.5325443786982249	0.9407894736842105	0.788659793814433				0.8324873096446701	9.88	9.62	2.24	3693.0	3264.0	59619.0		true		high	PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	Histidine phosphatase superfamily (branch 1)				""	HMMsoil20885	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	FOAM	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_122	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										4317.0	2640.0	60243.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_123	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833				PF07460.17				phrog_15526			61.762646				94.827888			1.0				0.7083333333333334		10.0	5.93	6957.0	4677.0	62883.0		true		high			NUMOD3 motif				""	phrog_15526	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_124	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										465.0	4212.0	63348.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_125	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										822.0	3855.0	63705.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_126	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1029.0	3648.0	63912.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_127	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1263.0	3414.0	64146.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_128	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1680.0	2997.0	64563.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_129	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2133.0	2544.0	65016.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_130	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2370.0	2307.0	65253.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_131	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2574.0	2103.0	65457.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_132	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	terminase large subunit							phrog_2							70.867653							0.42998760842627015				2985.0	1692.0	65868.0		true		high							terminase large subunit	phrog_2	terminase large subunit	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_133	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833								phrog_15526							75.6819							0.875		10.0	5.93	4677.0	2226.0	67560.0		true		high							""	phrog_15526	""	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_134	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										576.0	1650.0	68136.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_135	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1131.0	1095.0	68691.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_136	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1449.0	777.0	69009.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_137	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1620.0	606.0	69180.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_138	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1794.0	432.0	69354.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_139	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1965.0	261.0	69525.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_140	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	DNA polymerase family A		HMMsoil111380	PF00476.27						184.956299	195.100159						0.6754385964912281	0.9606299212598425					10.0	10.0	10.0	2226.0	2451.0	69786.0		true		high		polA; DNA polymerase I [EC:2.7.7.7]	DNA polymerase family A					PF00476	DNA polymerase family A	Pfam	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_141	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	K00525	HMMsoil136611	PF02867.21				phrog_84	237.696121	209.441605	164.495758				212.654938	0.657516339869281	0.7260677466863034	0.6889312977099237				0.5035897435897436	10.0	10.0	10.0	2451.0	2169.0	72237.0		true		high	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]; RRM1; ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]	Ribonucleotide reductase, barrel domain				ribonucleoside-diphosphate reductase large subunit	K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	KEGG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_142	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1635.0	534.0	73872.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_143	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																							2.73	10.0	10.0	2169.0	342.0	74406.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_144	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	Rnase H	K03469						phrog_531	79.24646						82.509415	0.4782608695652174						0.5789473684210527	10.0	10.0	10.0	342.0	972.0	74748.0		true		high	rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]						Rnase H	phrog_531	Rnase H	PHROG	false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_145	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										561.0	411.0	75309.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_146	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										816.0	156.0	75564.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_147	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																								10.0	10.0	972.0	2988.0	75720.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_148	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										711.0	2277.0	76431.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_149	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										984.0	2004.0	76704.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_150	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1170.0	1818.0	76890.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_151	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1332.0	1656.0	77052.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_152	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1563.0	1425.0	77283.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_153	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										1773.0	1215.0	77493.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_154	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2088.0	900.0	77808.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_155	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833																										2304.0	684.0	78024.0		true		high											false
vRhyme_unbinned_88__MGr3G3H3I_000000288833_156	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	HNH endonuclease							phrog_4578							86.430435							0.7692307692307693		8.93	10.0	2988.0		78708.0		true		high							HNH endonuclease	phrog_4578	HNH endonuclease	PHROG	false
vRhyme_unbinned_89__MGr3G3H3I_000000289364_1	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											4701.0		8553.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_2	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											4581.0		8433.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_3	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											4317.0		8169.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_4	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											4074.0		7926.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_5	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											3876.0		7728.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_6	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											3387.0		7239.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_7	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											3150.0		7002.0	false		high											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_8	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											2046.0		5898.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_9	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											1773.0		5625.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_10	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											1530.0		5382.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_11	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											1140.0		4992.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_12	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											639.0		4491.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_13	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											426.0		4278.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_14	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																											240.0		4092.0	false		medium											true
vRhyme_unbinned_89__MGr3G3H3I_000000289364_15	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																							10.0	10.0	10.0		3852.0		3852.0	true		low											false
vRhyme_unbinned_89__MGr3G3H3I_000000289364_16	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364																										1302.0	2550.0		2550.0	true		medium											false
