Protein	Contig	Genome	Viral Probability (annotate)	Viral Confidence Level (annotate)	Viral Probability (de-novo)	Viral Confidence Level (de-novo)	Classification (annotate)	Function (annotate)	AVG-like Probability (de-novo)	AVG-like Confidence Level (de-novo)	Final AVG Probability (de-novo)	Final AVG Confidence Level (de-novo)
vRhyme_unbinned_66__MGr3G3H3I_000000191734_19	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	0.9935603	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_66__MGr3G3H3I_000000191734_20	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	0.9920052	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_66__MGr3G3H3I_000000191734_21	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	0.99429256	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_66__MGr3G3H3I_000000191734_22	vRhyme_unbinned_66__MGr3G3H3I_000000191734	vRhyme_unbinned_66__MGr3G3H3I_000000191734	0.99511766	high	0.9505	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_1	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.70289284	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_2	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.7589587	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_3	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.60446745	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_4	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9924742	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_5	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.99306643	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_6	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.99429536	high	1.0	very high	unclassified	Rnase E	0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_7	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9964026	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_8	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.96244836	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_9	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.95919776	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_10	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9367879	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_11	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9492834	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_12	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9400557	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_13	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9449203	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_14	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.98017836	high	1.0	very high	unclassified	Portal protein of Mu bacteriophage	0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_15	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.92327446	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_16	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.7063147	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_17	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.93239635	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_18	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.9375583	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_19	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.94412774	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_67__MGr3G3H3I_000000195259_20	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	0.87699646	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_1	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.7060315	medium	0.8611	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_2	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.6768657	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_3	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.6769044	medium	0.9436	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_4	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.402052	low	0.9617	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_5	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.402052	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_6	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.39907926	low	0.9587	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_7	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.3993345	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_8	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.3834355	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_9	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.35685372	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_10	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.35685372	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_11	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.31249246	low	0.8304	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_12	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.25790676	low	0.9514	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_13	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.24163495	low	0.9412	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_14	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.19568633	low	0.9537	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_15	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.18223546	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_16	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.14380938	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_17	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.09349592	low	0.9555	high	unclassified	wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_18	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.15963803	low	0.9517	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_19	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.17871098	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_20	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.17812915	low	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_unbinned_68__MGr3G3H3I_000000196642_21	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	0.19561973	low	0.9222	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_69__MGr3G3H3I_000000199029_1	vRhyme_unbinned_69__MGr3G3H3I_000000199029	vRhyme_unbinned_69__MGr3G3H3I_000000199029	0.027703844	low			unclassified					
vRhyme_unbinned_69__MGr3G3H3I_000000199029_2	vRhyme_unbinned_69__MGr3G3H3I_000000199029	vRhyme_unbinned_69__MGr3G3H3I_000000199029	0.0050048633	low			unclassified					
vRhyme_unbinned_69__MGr3G3H3I_000000199029_3	vRhyme_unbinned_69__MGr3G3H3I_000000199029	vRhyme_unbinned_69__MGr3G3H3I_000000199029	0.006854023	low			unclassified					
vRhyme_unbinned_69__MGr3G3H3I_000000199029_4	vRhyme_unbinned_69__MGr3G3H3I_000000199029	vRhyme_unbinned_69__MGr3G3H3I_000000199029	0.036774576	low			unclassified					
vRhyme_unbinned_6__MGr3G3H3I_000000012933_1	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.8991532	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_2	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.8978612	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_3	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.90556693	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_4	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.88721883	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_5	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.88639456	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_6	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.53756845	low	1.0	very high	unclassified		0.95	very high	0.95	very high
vRhyme_unbinned_6__MGr3G3H3I_000000012933_7	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.5764325	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_8	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.52541834	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_9	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.64149654	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_10	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.95557666	high	1.0	very high	unclassified	terminase large subunit	0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_11	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9119203	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_12	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.91196185	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_13	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.97399664	high	1.0	very high	unclassified	DNA polymerase	0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_14	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9404678	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_15	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9669806	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_16	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9581604	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_17	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.94545096	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_18	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.91213435	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_19	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9017965	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_20	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9097553	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_21	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.8061686	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_22	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.89139795	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_23	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.91631335	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_24	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9179867	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_25	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.9134574	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_26	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.90638244	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_27	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.891621	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_28	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.84126014	medium	1.0	very high	unclassified	pyrophosphatase	0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_29	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.84164476	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_30	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.8307701	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_31	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.81900513	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_32	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.71899754	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_33	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.7144594	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_34	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.37225717	low	1.0	very high	unclassified	radA, sms; DNA repair protein RadA/Sms	0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_35	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.47131562	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_36	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.5683238	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_37	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.595302	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_38	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.62439984	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_39	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.6056252	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_40	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.6855653	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_41	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.82278347	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_42	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.6874039	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_43	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.72842276	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_6__MGr3G3H3I_000000012933_44	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	0.7062986	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_1	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9849553	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_2	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9757656	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_3	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9555449	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_4	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.95842004	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_5	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9820168	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_6	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.96013445	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_7	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9630671	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_8	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.9681296	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_71__MGr3G3H3I_000000200092_9	vRhyme_unbinned_71__MGr3G3H3I_000000200092	vRhyme_unbinned_71__MGr3G3H3I_000000200092	0.97067916	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_1	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98494315	high	0.9424	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_2	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98494315	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_3	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98724115	high	0.8849	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_4	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98500556	high	1.0	very high	unclassified	HNH endonuclease	0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_5	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.97485477	high	0.9393	high	unclassified	ATPase	0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_6	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.97017586	high	0.8431	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_7	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98659277	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_8	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98702514	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_9	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.98873264	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_10	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.9892264	high	0.9476	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_11	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.9901193	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_12	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.9909243	high	0.8569	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_13	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.9893911	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_72__MGr3G3H3I_000000211191_14	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	0.9905702	high	0.9227	high	unclassified		0.0	low	0.0	low
